objective,operator,n,seed,hit_generation,censored,status
adjacency,swap,6,14,20,False,ok
adjacency,swap,8,0,10000,True,censored
adjacency,swap,8,1,10000,True,censored
adjacency,swap,8,2,174,False,ok
adjacency,swap,8,3,10000,True,censored
adjacency,swap,8,4,93,False,ok
adjacency,swap,8,5,115,False,ok
adjacency,swap,8,6,10000,True,censored
adjacency,swap,8,7,10000,True,censored
adjacency,swap,8,8,10000,True,censored
adjacency,swap,8,9,10000,True,censored
adjacency,swap,8,10,10000,True,censored
adjacency,swap,8,11,55,False,ok
adjacency,swap,8,12,10000,True,censored
adjacency,swap,8,13,17,False,ok
adjacency,swap,8,14,10000,True,censored
adjacency,swap,10,0,10000,True,censored
adjacency,swap,10,1,2099,False,ok
adjacency,swap,10,2,10000,True,censored
adjacency,swap,10,3,10000,True,censored
adjacency,swap,10,4,10000,True,censored
adjacency,swap,10,5,10000,True,censored
adjacency,swap,10,6,10000,True,censored
adjacency,swap,10,7,1148,False,ok
adjacency,swap,10,8,10000,True,censored
adjacency,swap,10,9,10000,True,censored
adjacency,swap,10,10,10000,True,censored
adjacency,swap,10,11,10000,True,censored
adjacency,swap,10,12,10000,True,censored
adjacency,swap,10,13,10000,True,censored
adjacency,swap,10,14,10000,True,censored
adjacency,swap,12,0,10000,True,censored
adjacency,swap,12,1,10000,True,censored
adjacency,swap,12,2,10000,True,censored
adjacency,swap,12,3,10000,True,censored
adjacency,swap,12,4,10000,True,censored
adjacency,swap,12,5,10000,True,censored
adjacency,swap,12,6,10000,True,censored
adjacency,swap,12,7,10000,True,censored
adjacency,swap,12,8,10000,True,censored
adjacency,swap,12,9,10000,True,censored
adjacency,swap,12,10,10000,True,censored
adjacency,swap,12,11,10000,True,censored
adjacency,swap,12,12,10000,True,censored
adjacency,swap,12,13,10000,True,censored
adjacency,swap,12,14,10000,True,censored
adjacency,swap,14,0,10000,True,skipped
adjacency,swap,14,1,10000,True,skipped
adjacency,swap,14,2,10000,True,skipped
adjacency,swap,14,3,10000,True,skipped
adjacency,swap,14,4,10000,True,skipped
adjacency,swap,14,5,10000,True,skipped
adjacency,swap,14,6,10000,True,skipped
adjacency,swap,14,7,10000,True,skipped
adjacency,swap,14,8,10000,True,skipped
adjacency,swap,14,9,10000,True,skipped
adjacency,swap,14,10,10000,True,skipped
adjacency,swap,14,11,10000,True,skipped
adjacency,swap,14,12,10000,True,skipped
adjacency,swap,14,13,10000,True,skipped
adjacency,swap,14,14,10000,True,skipped
adjacency,swap,16,0,10000,True,skipped
adjacency,swap,16,1,10000,True,skipped
adjacency,swap,16,2,10000,True,skipped
adjacency,swap,16,3,10000,True,skipped
adjacency,swap,16,4,10000,True,skipped
adjacency,swap,16,5,10000,True,skipped
adjacency,swap,16,6,10000,True,skipped
adjacency,swap,16,7,10000,True,skipped
adjacency,swap,16,8,10000,True,skipped
adjacency,swap,16,9,10000,True,skipped
adjacency,swap,16,10,10000,True,skipped
adjacency,swap,16,11,10000,True,skipped
adjacency,swap,16,12,10000,True,skipped
adjacency,swap,16,13,10000,True,skipped
adjacency,swap,16,14,10000,True,skipped
adjacency,insert,6,0,185,False,ok
adjacency,insert,6,1,796,False,ok
adjacency,insert,6,2,472,False,ok
adjacency,insert,6,3,0,False,ok
adjacency,insert,6,4,50,False,ok
adjacency,insert,6,5,87,False,ok
adjacency,insert,6,6,102,False,ok
adjacency,insert,6,7,65,False,ok
adjacency,insert,6,8,10,False,ok
adjacency,insert,6,9,489,False,ok
adjacency,insert,6,10,62,False,ok
adjacency,insert,6,11,25,False,ok
adjacency,insert,6,12,622,False,ok
adjacency,insert,6,13,936,False,ok
adjacency,insert,6,14,23,False,ok
adjacency,insert,8,0,4346,False,ok
adjacency,insert,8,1,327,False,ok
adjacency,insert,8,2,2032,False,ok
adjacency,insert,8,3,643,False,ok
adjacency,insert,8,4,49,False,ok
adjacency,insert,8,5,115,False,ok
adjacency,insert,8,6,5876,False,ok
adjacency,insert,8,7,2471,False,ok
adjacency,insert,8,8,1836,False,ok
adjacency,insert,8,9,226,False,ok
adjacency,insert,8,10,724,False,ok
adjacency,insert,8,11,4269,False,ok
adjacency,insert,8,12,566,False,ok
adjacency,insert,8,13,473,False,ok
adjacency,insert,8,14,138,False,ok
adjacency,insert,10,0,10000,True,censored
adjacency,insert,10,1,10000,True,censored
adjacency,insert,10,2,2999,False,ok
adjacency,insert,10,3,10000,True,censored
adjacency,insert,10,4,966,False,ok
adjacency,insert,10,5,750,False,ok
adjacency,insert,10,6,2534,False,ok
adjacency,insert,10,7,2070,False,ok
adjacency,insert,10,8,5174,False,ok
adjacency,insert,10,9,489,False,ok
adjacency,insert,10,10,5836,False,ok
adjacency,insert,10,11,1251,False,ok
adjacency,insert,10,12,1606,False,ok
adjacency,insert,10,13,10000,True,censored
adjacency,insert,10,14,6157,False,ok
adjacency,insert,12,0,10000,True,censored
adjacency,insert,12,1,5857,False,ok
adjacency,insert,12,2,10000,True,censored
adjacency,insert,12,3,7340,False,ok
adjacency,insert,12,4,10000,True,censored
adjacency,insert,12,5,5638,False,ok
adjacency,insert,12,6,10000,True,censored
adjacency,insert,12,7,3458,False,ok
adjacency,insert,12,8,10000,True,censored
adjacency,insert,12,9,10000,True,censored
adjacency,insert,12,10,10000,True,censored
adjacency,insert,12,11,7579,False,ok
adjacency,insert,12,12,3325,False,ok
adjacency,insert,12,13,10000,True,censored
adjacency,insert,12,14,10000,True,censored
adjacency,insert,14,0,10000,True,censored
adjacency,insert,14,1,10000,True,censored
adjacency,insert,14,2,10000,True,censored
adjacency,insert,14,3,10000,True,censored
adjacency,insert,14,4,10000,True,censored
adjacency,insert,14,5,9026,False,ok
adjacency,insert,14,6,10000,True,censored
adjacency,insert,14,7,10000,True,censored
adjacency,insert,14,8,10000,True,censored
adjacency,insert,14,9,10000,True,censored
adjacency,insert,14,10,10000,True,censored
adjacency,insert,14,11,10000,True,censored
adjacency,insert,14,12,10000,True,censored
adjacency,insert,14,13,10000,True,censored
adjacency,insert,14,14,10000,True,censored
adjacency,insert,16,0,10000,True,skipped
adjacency,insert,16,1,10000,True,skipped
adjacency,insert,16,2,10000,True,skipped
adjacency,insert,16,3,10000,True,skipped
adjacency,insert,16,4,10000,True,skipped
adjacency,insert,16,5,10000,True,skipped
adjacency,insert,16,6,10000,True,skipped
adjacency,insert,16,7,10000,True,skipped
adjacency,insert,16,8,10000,True,skipped
adjacency,insert,16,9,10000,True,skipped
adjacency,insert,16,10,10000,True,skipped
adjacency,insert,16,11,10000,True,skipped
adjacency,insert,16,12,10000,True,skipped
adjacency,insert,16,13,10000,True,skipped
adjacency,insert,16,14,10000,True,skipped
adjacency,inversion,6,0,13,False,ok
adjacency,inversion,6,1,41,False,ok
adjacency,inversion,6,2,63,False,ok
adjacency,inversion,6,3,0,False,ok
adjacency,inversion,6,4,42,False,ok
adjacency,inversion,6,5,23,False,ok
adjacency,inversion,6,6,51,False,ok
adjacency,inversion,6,7,65,False,ok
adjacency,inversion,6,8,13,False,ok
adjacency,inversion,6,9,62,False,ok
adjacency,inversion,6,10,5,False,ok
adjacency,inversion,6,11,6,False,ok
adjacency,inversion,6,12,9,False,ok
adjacency,inversion,6,13,4,False,ok
adjacency,inversion,6,14,20,False,ok
adjacency,inversion,8,0,79,False,ok
adjacency,inversion,8,1,132,False,ok
adjacency,inversion,8,2,174,False,ok
adjacency,inversion,8,3,110,False,ok
adjacency,inversion,8,4,147,False,ok
adjacency,inversion,8,5,167,False,ok
adjacency,inversion,8,6,329,False,ok
adjacency,inversion,8,7,222,False,ok
adjacency,inversion,8,8,177,False,ok
adjacency,inversion,8,9,31,False,ok
adjacency,inversion,8,10,54,False,ok
adjacency,inversion,8,11,55,False,ok
adjacency,inversion,8,12,274,False,ok
adjacency,inversion,8,13,17,False,ok
adjacency,inversion,8,14,44,False,ok
adjacency,inversion,10,0,84,False,ok
adjacency,inversion,10,1,99,False,ok
adjacency,inversion,10,2,640,False,ok
adjacency,inversion,10,3,418,False,ok
adjacency,inversion,10,4,74,False,ok
adjacency,inversion,10,5,348,False,ok
adjacency,inversion,10,6,200,False,ok
adjacency,inversion,10,7,1238,False,ok
adjacency,inversion,10,8,228,False,ok
adjacency,inversion,10,9,345,False,ok
adjacency,inversion,10,10,155,False,ok
adjacency,inversion,10,11,249,False,ok
adjacency,inversion,10,12,911,False,ok
adjacency,inversion,10,13,173,False,ok
adjacency,inversion,10,14,693,False,ok
adjacency,inversion,12,0,55,False,ok
adjacency,inversion,12,1,179,False,ok
adjacency,inversion,12,2,761,False,ok
adjacency,inversion,12,3,296,False,ok
adjacency,inversion,12,4,441,False,ok
adjacency,inversion,12,5,345,False,ok
adjacency,inversion,12,6,559,False,ok
adjacency,inversion,12,7,330,False,ok
adjacency,inversion,12,8,176,False,ok
adjacency,inversion,12,9,456,False,ok
adjacency,inversion,12,10,656,False,ok
adjacency,inversion,12,11,267,False,ok
adjacency,inversion,12,12,204,False,ok
adjacency,inversion,12,13,350,False,ok
adjacency,inversion,12,14,107,False,ok
adjacency,inversion,14,0,346,False,ok
adjacency,inversion,14,1,192,False,ok
adjacency,inversion,14,2,313,False,ok
adjacency,inversion,14,3,1608,False,ok
adjacency,inversion,14,4,617,False,ok
adjacency,inversion,14,5,434,False,ok
adjacency,inversion,14,6,1884,False,ok
adjacency,inversion,14,7,495,False,ok
adjacency,inversion,14,8,365,False,ok
adjacency,inversion,14,9,222,False,ok
adjacency,inversion,14,10,405,False,ok
adjacency,inversion,14,11,248,False,ok
adjacency,inversion,14,12,440,False,ok
adjacency,inversion,14,13,165,False,ok
adjacency,inversion,14,14,207,False,ok
adjacency,inversion,16,0,621,False,ok
adjacency,inversion,16,1,341,False,ok
adjacency,inversion,16,2,513,False,ok
adjacency,inversion,16,3,695,False,ok
adjacency,inversion,16,4,2226,False,ok
adjacency,inversion,16,5,520,False,ok
adjacency,inversion,16,6,1805,False,ok
adjacency,inversion,16,7,90,False,ok
adjacency,inversion,16,8,1827,False,ok
adjacency,inversion,16,9,3225,False,ok
adjacency,inversion,16,10,391,False,ok
adjacency,inversion,16,11,1087,False,ok
adjacency,inversion,16,12,438,False,ok
adjacency,inversion,16,13,3424,False,ok
adjacency,inversion,16,14,787,False,ok
adjacency,scramble,6,0,35,False,ok
adjacency,scramble,6,1,60,False,ok
adjacency,scramble,6,2,312,False,ok
adjacency,scramble,6,3,0,False,ok
adjacency,scramble,6,4,19,False,ok
adjacency,scramble,6,5,1904,False,ok
adjacency,scramble,6,6,78,False,ok
adjacency,scramble,6,7,110,False,ok
adjacency,scramble,6,8,68,False,ok
adjacency,scramble,6,9,644,False,ok
adjacency,scramble,6,10,1510,False,ok
adjacency,scramble,6,11,4,False,ok
adjacency,scramble,6,12,6,False,ok
adjacency,scramble,6,13,15,False,ok
adjacency,scramble,6,14,1224,False,ok
adjacency,scramble,8,0,10000,True,censored
adjacency,scramble,8,1,4774,False,ok
adjacency,scramble,8,2,111,False,ok
adjacency,scramble,8,3,10000,True,censored
adjacency,scramble,8,4,10000,True,censored
adjacency,scramble,8,5,50,False,ok
adjacency,scramble,8,6,10000,True,censored
adjacency,scramble,8,7,1782,False,ok
adjacency,scramble,8,8,9709,False,ok
adjacency,scramble,8,9,90,False,ok
adjacency,scramble,8,10,113,False,ok
adjacency,scramble,8,11,749,False,ok
adjacency,scramble,8,12,1532,False,ok
adjacency,scramble,8,13,237,False,ok
adjacency,scramble,8,14,812,False,ok
adjacency,scramble,10,0,10000,True,censored
adjacency,scramble,10,1,10000,True,censored
adjacency,scramble,10,2,10000,True,censored
adjacency,scramble,10,3,10000,True,censored
adjacency,scramble,10,4,10000,True,censored
adjacency,scramble,10,5,10000,True,censored
adjacency,scramble,10,6,10000,True,censored
adjacency,scramble,10,7,10000,True,censored
adjacency,scramble,10,8,10000,True,censored
adjacency,scramble,10,9,452,False,ok
adjacency,scramble,10,10,10000,True,censored
adjacency,scramble,10,11,10000,True,censored
adjacency,scramble,10,12,10000,True,censored
adjacency,scramble,10,13,10000,True,censored
adjacency,scramble,10,14,10000,True,censored
adjacency,scramble,12,0,10000,True,skipped
adjacency,scramble,12,1,10000,True,skipped
adjacency,scramble,12,2,10000,True,skipped
adjacency,scramble,12,3,10000,True,skipped
adjacency,scramble,12,4,10000,True,skipped
adjacency,scramble,12,5,10000,True,skipped
adjacency,scramble,12,6,10000,True,skipped
adjacency,scramble,12,7,10000,True,skipped
adjacency,scramble,12,8,10000,True,skipped
adjacency,scramble,12,9,10000,True,skipped
adjacency,scramble,12,10,10000,True,skipped
adjacency,scramble,12,11,10000,True,skipped
adjacency,scramble,12,12,10000,True,skipped
adjacency,scramble,12,13,10000,True,skipped
adjacency,scramble,12,14,10000,True,skipped
adjacency,scramble,14,0,10000,True,skipped
adjacency,scramble,14,1,10000,True,skipped
adjacency,scramble,14,2,10000,True,skipped
adjacency,scramble,14,3,10000,True,skipped
adjacency,scramble,14,4,10000,True,skipped
adjacency,scramble,14,5,10000,True,skipped
adjacency,scramble,14,6,10000,True,skipped
adjacency,scramble,14,7,10000,True,skipped
adjacency,scramble,14,8,10000,True,skipped
adjacency,scramble,14,9,10000,True,skipped
adjacency,scramble,14,10,10000,True,skipped
adjacency,scramble,14,11,10000,True,skipped
adjacency,scramble,14,12,10000,True,skipped
adjacency,scramble,14,13,10000,True,skipped
adjacency,scramble,14,14,10000,True,skipped
adjacency,scramble,16,0,10000,True,skipped
adjacency,scramble,16,1,10000,True,skipped
adjacency,scramble,16,2,10000,True,skipped
adjacency,scramble,16,3,10000,True,skipped
adjacency,scramble,16,4,10000,True,skipped
adjacency,scramble,16,5,10000,True,skipped
adjacency,scramble,16,6,10000,True,skipped
adjacency,scramble,16,7,10000,True,skipped
adjacency,scramble,16,8,10000,True,skipped
adjacency,scramble,16,9,10000,True,skipped
adjacency,scramble,16,10,10000,True,skipped
adjacency,scramble,16,11,10000,True,skipped
adjacency,scramble,16,12,10000,True,skipped
adjacency,scramble,16,13,10000,True,skipped
adjacency,scramble,16,14,10000,True,skipped
deceptive,swap,6,0,10000,True,censored
deceptive,swap,6,1,10000,True,censored
deceptive,swap,6,2,10000,True,censored
deceptive,swap,6,3,0,False,ok
deceptive,swap,6,4,10000,True,censored
deceptive,swap,6,5,10000,True,censored
deceptive,swap,6,6,10000,True,censored
deceptive,swap,6,7,10000,True,censored
deceptive,swap,6,8,10000,True,censored
deceptive,swap,6,9,10000,True,censored
deceptive,swap,6,10,10000,True,censored
deceptive,swap,6,11,10000,True,censored
deceptive,swap,6,12,10000,True,censored
deceptive,swap,6,13,10000,True,censored
deceptive,swap,6,14,10000,True,censored
deceptive,swap,8,0,10000,True,skipped
deceptive,swap,8,1,10000,True,skipped
deceptive,swap,8,2,10000,True,skipped
deceptive,swap,8,3,10000,True,skipped
deceptive,swap,8,4,10000,True,skipped
deceptive,swap,8,5,10000,True,skipped
deceptive,swap,8,6,10000,True,skipped
deceptive,swap,8,7,10000,True,skipped
deceptive,swap,8,8,10000,True,skipped
deceptive,swap,8,9,10000,True,skipped
deceptive,swap,8,10,10000,True,skipped
deceptive,swap,8,11,10000,True,skipped
deceptive,swap,8,12,10000,True,skipped
deceptive,swap,8,13,10000,True,skipped
deceptive,swap,8,14,10000,True,skipped
deceptive,swap,10,0,10000,True,skipped
deceptive,swap,10,1,10000,True,skipped
deceptive,swap,10,2,10000,True,skipped
deceptive,swap,10,3,10000,True,skipped
deceptive,swap,10,4,10000,True,skipped
deceptive,swap,10,5,10000,True,skipped
deceptive,swap,10,6,10000,True,skipped
deceptive,swap,10,7,10000,True,skipped
deceptive,swap,10,8,10000,True,skipped
deceptive,swap,10,9,10000,True,skipped
deceptive,swap,10,10,10000,True,skipped
deceptive,swap,10,11,10000,True,skipped
deceptive,swap,10,12,10000,True,skipped
deceptive,swap,10,13,10000,True,skipped
deceptive,swap,10,14,10000,True,skipped
deceptive,inversion,6,0,4360,False,ok
deceptive,inversion,6,1,2551,False,ok
deceptive,inversion,6,2,3567,False,ok
deceptive,inversion,6,3,0,False,ok
deceptive,inversion,6,4,10000,True,censored
deceptive,inversion,6,5,596,False,ok
deceptive,inversion,6,6,2240,False,ok
deceptive,inversion,6,7,5927,False,ok
deceptive,inversion,6,8,5270,False,ok
deceptive,inversion,6,9,10000,True,censored
deceptive,inversion,6,10,4153,False,ok
deceptive,inversion,6,11,4044,False,ok
deceptive,inversion,6,12,87,False,ok
deceptive,inversion,6,13,2105,False,ok
deceptive,inversion,6,14,1485,False,ok
deceptive,inversion,8,0,10000,True,censored
deceptive,inversion,8,1,8868,False,ok
deceptive,inversion,8,2,10000,True,censored
deceptive,inversion,8,3,10000,True,censored
deceptive,inversion,8,4,10000,True,censored
deceptive,inversion,8,5,10000,True,censored
deceptive,inversion,8,6,10000,True,censored
deceptive,inversion,8,7,10000,True,censored
deceptive,inversion,8,8,10000,True,censored
deceptive,inversion,8,9,10000,True,censored
deceptive,inversion,8,10,10000,True,censored
deceptive,inversion,8,11,10000,True,censored
deceptive,inversion,8,12,10000,True,censored
deceptive,inversion,8,13,10000,True,censored
deceptive,inversion,8,14,10000,True,censored
deceptive,inversion,10,0,10000,True,skipped
deceptive,inversion,10,1,10000,True,skipped
deceptive,inversion,10,2,10000,True,skipped
deceptive,inversion,10,3,10000,True,skipped
deceptive,inversion,10,4,10000,True,skipped
deceptive,inversion,10,5,10000,True,skipped
deceptive,inversion,10,6,10000,True,skipped
deceptive,inversion,10,7,10000,True,skipped
deceptive,inversion,10,8,10000,True,skipped
deceptive,inversion,10,9,10000,True,skipped
deceptive,inversion,10,10,10000,True,skipped
deceptive,inversion,10,11,10000,True,skipped
deceptive,inversion,10,12,10000,True,skipped
deceptive,inversion,10,13,10000,True,skipped
deceptive,inversion,10,14,10000,True,skipped
