perm,fitness
"[4, 3, 1, 0, 5, 2]",0.997812
"[4, 3, 1, 2, 0, 5]",0.999187
"[4, 3, 1, 2, 5, 0]",0.999043
"[4, 3, 1, 5, 0, 2]",0.998689
"[4, 3, 1, 5, 2, 0]",0.999043
"[4, 3, 2, 0, 1, 5]",0.999376
"[4, 3, 2, 0, 5, 1]",0.997808
"[4, 3, 2, 1, 0, 5]",0.999376
"[4, 3, 2, 1, 5, 0]",0.999067
"[4, 3, 2, 5, 0, 1]",0.997797
"[4, 3, 2, 5, 1, 0]",0.997879
"[4, 3, 5, 0, 1, 2]",0.994045
"[4, 3, 5, 0, 2, 1]",0.99832
"[4, 3, 5, 1, 0, 2]",0.993837
"[4, 3, 5, 1, 2, 0]",0.993509
"[4, 3, 5, 2, 0, 1]",0.997797
"[4, 3, 5, 2, 1, 0]",0.997879
"[4, 5, 0, 1, 2, 3]",0.994045
"[4, 5, 0, 1, 3, 2]",0.994045
"[4, 5, 0, 2, 1, 3]",0.99832
"[4, 5, 0, 2, 3, 1]",0.99832
"[4, 5, 0, 3, 1, 2]",0.994045
"[4, 5, 0, 3, 2, 1]",0.99832
"[4, 5, 1, 0, 2, 3]",0.993837
"[4, 5, 1, 0, 3, 2]",0.993837
"[4, 5, 1, 2, 0, 3]",0.993509
"[4, 5, 1, 2, 3, 0]",0.993509
"[4, 5, 1, 3, 0, 2]",0.993837
"[4, 5, 1, 3, 2, 0]",0.993509
"[4, 5, 2, 0, 1, 3]",0.997797
"[4, 5, 2, 0, 3, 1]",0.997797
"[4, 5, 2, 1, 0, 3]",0.997879
"[4, 5, 2, 1, 3, 0]",0.997879
"[4, 5, 2, 3, 0, 1]",0.997797
"[4, 5, 2, 3, 1, 0]",0.997879
"[4, 5, 3, 0, 1, 2]",0.994045
"[4, 5, 3, 0, 2, 1]",0.99832
"[4, 5, 3, 1, 0, 2]",0.993837
"[4, 5, 3, 1, 2, 0]",0.993509
"[4, 5, 3, 2, 0, 1]",0.997797
"[4, 5, 3, 2, 1, 0]",0.997879
"[5, 0, 1, 2, 3, 4]",0.892128
"[5, 0, 1, 2, 4, 3]",0.892128
"[5, 0, 1, 3, 2, 4]",0.892128
"[5, 0, 1, 3, 4, 2]",0.892423
"[5, 0, 1, 4, 2, 3]",0.892423
"[5, 0, 1, 4, 3, 2]",0.892423
"[5, 0, 2, 1, 3, 4]",0.996828
"[5, 0, 2, 1, 4, 3]",0.996828
"[5, 0, 2, 3, 1, 4]",0.996828
"[5, 0, 2, 3, 4, 1]",0.992214
"[5, 0, 2, 4, 1, 3]",0.992214
"[5, 0, 2, 4, 3, 1]",0.992214
"[5, 0, 3, 1, 2, 4]",0.892128
"[5, 0, 3, 1, 4, 2]",0.892423
"[5, 0, 3, 2, 1, 4]",0.996828
"[5, 0, 3, 2, 4, 1]",0.992214
"[5, 0, 3, 4, 1, 2]",0.939638
"[5, 0, 3, 4, 2, 1]",0.997191
"[5, 0, 4, 1, 2, 3]",0.939638
"[5, 0, 4, 1, 3, 2]",0.939638
"[5, 0, 4, 2, 1, 3]",0.997191
"[5, 0, 4, 2, 3, 1]",0.997191
"[5, 0, 4, 3, 1, 2]",0.939638
"[5, 0, 4, 3, 2, 1]",0.997191
"[5, 1, 0, 2, 3, 4]",0.890833
"[5, 1, 0, 2, 4, 3]",0.890833
"[5, 1, 0, 3, 2, 4]",0.890833
"[5, 1, 0, 3, 4, 2]",0.891808
"[5, 1, 0, 4, 2, 3]",0.891808
"[5, 1, 0, 4, 3, 2]",0.891808
"[5, 1, 2, 0, 3, 4]",0.888997
"[5, 1, 2, 0, 4, 3]",0.888997
"[5, 1, 2, 3, 0, 4]",0.888997
"[5, 1, 2, 3, 4, 0]",0.888997
"[5, 1, 2, 4, 0, 3]",0.888997
"[5, 1, 2, 4, 3, 0]",0.888997
"[5, 1, 3, 0, 2, 4]",0.890833
"[5, 1, 3, 0, 4, 2]",0.891808
"[5, 1, 3, 2, 0, 4]",0.888997
"[5, 1, 3, 2, 4, 0]",0.888997
"[5, 1, 3, 4, 0, 2]",0.891808
"[5, 1, 3, 4, 2, 0]",0.890983
"[5, 1, 4, 0, 2, 3]",0.891808
"[5, 1, 4, 0, 3, 2]",0.891808
"[5, 1, 4, 2, 0, 3]",0.890983
"[5, 1, 4, 2, 3, 0]",0.890983
"[5, 1, 4, 3, 0, 2]",0.891808
"[5, 1, 4, 3, 2, 0]",0.890983
"[5, 2, 0, 1, 3, 4]",0.997006
"[5, 2, 0, 1, 4, 3]",0.997006
"[5, 2, 0, 3, 1, 4]",0.997006
"[5, 2, 0, 3, 4, 1]",0.992489
"[5, 2, 0, 4, 1, 3]",0.992489
"[5, 2, 0, 4, 3, 1]",0.992489
"[5, 2, 1, 0, 3, 4]",0.996989
"[5, 2, 1, 0, 4, 3]",0.996989
"[5, 2, 1, 3, 0, 4]",0.996989
"[5, 2, 1, 3, 4, 0]",0.996989
"[5, 2, 1, 4, 0, 3]",0.996989
"[5, 2, 1, 4, 3, 0]",0.996989
"[5, 2, 3, 0, 1, 4]",0.997006
"[5, 2, 3, 0, 4, 1]",0.992489
"[5, 2, 3, 1, 0, 4]",0.996989
"[5, 2, 3, 1, 4, 0]",0.996989
"[5, 2, 3, 4, 0, 1]",0.992489
"[5, 2, 3, 4, 1, 0]",0.992936
"[5, 2, 4, 0, 1, 3]",0.992489
"[5, 2, 4, 0, 3, 1]",0.992489
"[5, 2, 4, 1, 0, 3]",0.992936
"[5, 2, 4, 1, 3, 0]",0.992936
"[5, 2, 4, 3, 0, 1]",0.992489
"[5, 2, 4, 3, 1, 0]",0.992936
"[5, 3, 0, 1, 2, 4]",0.892128
"[5, 3, 0, 1, 4, 2]",0.892423
"[5, 3, 0, 2, 1, 4]",0.996828
"[5, 3, 0, 2, 4, 1]",0.992214
"[5, 3, 0, 4, 1, 2]",0.939638
"[5, 3, 0, 4, 2, 1]",0.997191
"[5, 3, 1, 0, 2, 4]",0.890833
"[5, 3, 1, 0, 4, 2]",0.891808
"[5, 3, 1, 2, 0, 4]",0.888997
"[5, 3, 1, 2, 4, 0]",0.888997
"[5, 3, 1, 4, 0, 2]",0.891808
"[5, 3, 1, 4, 2, 0]",0.890983
"[5, 3, 2, 0, 1, 4]",0.997006
"[5, 3, 2, 0, 4, 1]",0.992489
"[5, 3, 2, 1, 0, 4]",0.996989
"[5, 3, 2, 1, 4, 0]",0.996989
"[5, 3, 2, 4, 0, 1]",0.992489
"[5, 3, 2, 4, 1, 0]",0.992936
"[5, 3, 4, 0, 1, 2]",0.939638
"[5, 3, 4, 0, 2, 1]",0.997191
"[5, 3, 4, 1, 0, 2]",0.939718
"[5, 3, 4, 1, 2, 0]",0.936425
"[5, 3, 4, 2, 0, 1]",0.997483
"[5, 3, 4, 2, 1, 0]",0.997838
"[5, 4, 0, 1, 2, 3]",0.939638
"[5, 4, 0, 1, 3, 2]",0.939638
"[5, 4, 0, 2, 1, 3]",0.997191
"[5, 4, 0, 2, 3, 1]",0.997191
"[5, 4, 0, 3, 1, 2]",0.939638
"[5, 4, 0, 3, 2, 1]",0.997191
"[5, 4, 1, 0, 2, 3]",0.939718
"[5, 4, 1, 0, 3, 2]",0.939718
"[5, 4, 1, 2, 0, 3]",0.936425
"[5, 4, 1, 2, 3, 0]",0.936425
"[5, 4, 1, 3, 0, 2]",0.939718
"[5, 4, 1, 3, 2, 0]",0.936425
"[5, 4, 2, 0, 1, 3]",0.997483
"[5, 4, 2, 0, 3, 1]",0.997483
"[5, 4, 2, 1, 0, 3]",0.997838
"[5, 4, 2, 1, 3, 0]",0.997838
"[5, 4, 2, 3, 0, 1]",0.997483
"[5, 4, 2, 3, 1, 0]",0.997838
"[5, 4, 3, 0, 1, 2]",0.939638
"[5, 4, 3, 0, 2, 1]",0.997191
"[5, 4, 3, 1, 0, 2]",0.939718
"[5, 4, 3, 1, 2, 0]",0.936425
"[5, 4, 3, 2, 0, 1]",0.997483
"[5, 4, 3, 2, 1, 0]",0.997838
