dataset,distribution,n_placements,mean,sd,range,best,n_optima,swap_edges,rho_swap,fdc
cifar10-valid,3;0;2;0;1,60,70.9384111095615,26.20910984290064,77.1680000181071,86.88000001708984,1,660,0.2008314102771887,-0.28272190812927545
cifar10-valid,3;0;2;1;0,60,75.46785555326333,27.65470402949354,79.82399999216716,89.53599999267578,1,660,0.18782029928870025,-0.24828784115294958
cifar10-valid,3;0;3;0;0,20,74.00446666559854,27.04342855284485,76.86200000101725,86.5740000012207,1,180,0.009194222465483726,-0.3308622958122082
cifar10-valid,3;1;0;0;2,60,63.03140000161912,23.123952034926702,74.90200000396729,84.61400000366211,1,660,0.22133213495385937,-0.3782068632741462
cifar10-valid,3;1;0;1;1,120,71.27662777652527,26.594371384798944,79.12666665186563,88.83866665201822,1,1440,0.26694685130536683,-0.02783997113496446
cifar10-valid,3;1;0;2;0,60,76.1713444388699,27.95872625323456,81.18399999745687,90.89599999633789,1,660,0.18122480872135854,-0.16236444318384838
cifar10-valid,3;1;1;0;1,120,69.97572222210354,25.924063626169836,77.22666665598553,86.93866665608725,1,1440,0.2716646683213465,-0.21967356048987977
cifar10-valid,3;1;1;1;0,120,75.57272222177632,27.70883513718046,80.79599998626709,90.50799998453776,1,1440,0.2510505646028647,-0.16247580296778535
cifar10-valid,3;1;2;0;0,60,74.32589999986438,27.15536068481864,78.28933334493003,88.00133334391278,1,660,0.18250673259869726,-0.17254466687624992
cifar10-valid,3;2;0;0;1,60,67.67901110894944,24.967071724944315,74.88799999176025,84.59999999145508,1,660,0.2013279512494146,0.016006246497768047
cifar10-valid,3;2;0;1;0,60,75.3262999984758,27.63248092643605,79.68933332906087,89.40133332926432,1,660,0.18211635069898885,-0.19569605300664916
cifar10-valid,3;2;1;0;0,60,74.08168888987565,27.055162107508334,77.34666666778564,87.05866666666667,1,660,0.18226042411340468,-0.24253291264721424
cifar10-valid,3;3;0;0;0,20,73.04916665801493,26.613281370659067,74.95199999786377,84.66399999755859,1,180,-0.008273166732184872,0.10425015132745952
cifar10-valid,4;0;0;0;2,15,37.51533333464898,29.84891168234166,62.229333341776524,71.94133334147135,1,120,0.10160884160257,-0.5555264596804013
cifar10-valid,4;0;0;1;1,30,42.92153333379279,35.84942954369755,79.0679999937439,88.77999999389648,1,270,0.16222875856073596,-0.4176800032443285
cifar10-valid,4;0;0;2;0,15,46.40199999637179,39.22455176739962,79.06799999501546,88.77999999389648,1,120,0.06568352322958614,-0.5251926697222076
cifar10-valid,4;0;1;0;1,30,41.96546666658528,34.74363464824299,76.54266666290283,86.25466666178386,1,270,0.17050894149087759,-0.4065012793809949
cifar10-valid,4;0;1;1;0,30,46.02411111059569,38.82654350573903,79.32599999908446,89.03799999755859,1,270,0.1664553912850154,-0.36065088675485163
cifar10-valid,4;0;2;0;0,15,45.191555557183165,37.933227108422244,76.69733334228516,86.40933334147137,1,120,0.06860224239102149,-0.5282925156915395
cifar10-valid,4;1;0;0;1,30,40.76766666875713,33.461526530509914,74.92800001617431,84.64000001586913,1,270,0.19113662475158938,-0.42074014777299285
cifar10-valid,4;1;0;1;0,30,45.828044444149455,38.63341213827736,79.06799999145508,88.77999999186198,1,270,0.16044168897865155,-0.3620225397209703
cifar10-valid,4;1;1;0;0,30,45.08486666809758,37.81990159618853,76.71200000111898,86.424,1,270,0.16354313193142728,0.012851248807448751
cifar10-valid,4;2;0;0;0,15,44.53871110658095,37.23139150062721,74.76133332224529,84.47333332194012,1,120,0.06243881753582422,-0.5229996019127306
cifar10-valid,5;0;0;0;1,6,20.058666668582493,23.135850011800198,62.080000012512215,71.79200001220704,1,30,-0.1999999999999998,-1.0
cifar10-valid,5;0;0;1;0,6,22.866333332451717,29.41398352914352,78.92599999226888,88.63799999267579,1,30,-0.20000000000000012,-1.0
cifar10-valid,5;0;1;0;0,6,22.473666668887663,28.535954177325703,76.5700000121053,86.28200001220702,1,30,-0.19999999999999982,-1.0
cifar10-valid,5;1;0;0;0,6,22.151111108822292,27.814698018953937,74.6346666531372,84.34666665283203,1,30,-0.2000000000000001,-1.0
cifar10-valid,6;0;0;0;0,1,9.712000000508626,0.0,0.0,9.712000000508626,1,0,nan,nan
cifar100,0;0;0;0;6,1,9.989999997711182,0.0,0.0,9.989999997711182,1,0,nan,nan
cifar100,0;0;0;1;5,6,43.6499999786377,5.706335005900129,16.6066666402181,54.02666661783854,1,30,-0.20000000000000004,-0.8132341322798766
cifar100,0;0;0;2;4,15,58.398666649441196,4.080174801547443,13.813333336385085,63.473333315022785,1,120,0.15814358366923675,-0.2668004384913461
cifar100,0;0;0;3;3,20,64.77816664464316,2.4629227102294826,8.633333343505853,67.99333332519531,1,180,0.163863192045265,-0.5069568351220979
cifar100,0;0;0;4;2,15,68.61888886901856,1.0421442640997178,3.3299998657226553,69.93999990844726,1,120,0.11855260944765257,-0.6191367663048243
cifar100,0;0;0;5;1,6,70.3783332860311,0.7661030659727235,2.3500000427246164,71.48999995117188,1,30,-0.20000000000000004,-0.6489367663394282
cifar100,0;0;0;6;0,1,70.70666666259766,0.0,0.0,70.70666666259766,1,0,nan,nan
cifar100,0;0;1;0;5,6,41.089444426049134,5.261094236932879,15.0899999923706,49.58999997863769,1,30,-0.2000000000000001,-0.7225804825416902
cifar100,0;0;1;1;4,30,57.343777748853896,4.210879889536825,15.050000024414054,64.14999999084472,1,270,0.2519534068197932,-0.29463356540557384
cifar100,0;0;1;2;3,60,64.25666664932251,2.5033054470654506,10.230000015258781,68.14000001525878,1,660,0.3043147309007655,-0.3763535735719249
cifar100,0;0;1;3;2,60,68.28272219507853,1.3640140295369652,5.730000097656244,70.51000004882812,1,660,0.31128850514995837,-0.47790026482720543
cifar100,0;0;1;4;1,30,70.37455553554959,0.5881807987925053,2.9700000122070236,71.75000005493163,1,270,0.16605231603678586,-0.48961126736370286
cifar100,0;0;1;5;0,6,70.69055550028483,0.4462038304214535,1.2933334187825665,71.33999996337892,1,30,-0.19999999999999996,-0.6509141643708262
cifar100,0;0;2;0;4,15,54.52288886488172,5.271138310714192,15.12666664632161,61.53999998372396,1,120,0.15775491701036723,-0.18900898659612567
cifar100,0;0;2;1;3,60,63.61183330907185,2.6223008274691915,11.046666657511395,67.69999999084473,1,660,0.28919818806620023,-0.48699531596341505
cifar100,0;0;2;2;2,90,67.7973333062292,1.5314175735706075,6.246666644287103,70.27999997558594,1,1080,0.33678359777825456,-0.392172222952567
cifar100,0;0;2;3;1,60,70.17983329708522,0.5447205929978131,2.6099999145507695,71.28999994506836,1,660,0.2012939678652994,-0.34667767249489845
cifar100,0;0;2;4;0,15,70.33088882453072,0.7745645997702275,2.529999929809577,71.2499998779297,1,120,-0.14253596272784047,-0.27296966580009213
cifar100,0;0;3;0;3,20,61.83833330479939,2.6604169434304494,10.239999938964857,64.75999992065431,1,180,0.11342210453806251,-0.4461162330972769
cifar100,0;0;3;1;2,60,67.11499998006185,1.6237514193784912,6.2266666524251235,69.62666667073567,1,660,0.2348850308143439,-0.3916391117352261
cifar100,0;0;3;2;1,60,69.74205552612305,0.5748423549830957,2.7200000366211015,70.75000006103517,1,660,0.042566211563372515,0.06455115605098496
cifar100,0;0;3;3;0,20,70.48066662094116,0.6409563986258128,2.4566666076660084,71.4466665649414,1,180,0.15616461180145402,-0.7368788911732418
cifar100,0;0;4;0;2,15,65.06888886861165,1.1095368784936566,4.630000038655602,66.4700000427246,1,120,-0.04212959300771083,-0.37731203387188095
cifar100,0;0;4;1;1,30,69.15533329796685,0.5651689990593444,2.3833333109537875,70.04999996337891,1,270,0.03853209811809979,-0.2328075088423307
cifar100,0;0;4;2;0,15,69.90377776211211,0.5085431115277673,2.0899999735514285,71.03000001220704,1,120,-0.07087372517815148,-0.4262654660736737
cifar100,0;0;5;0;1,6,66.47555553419325,0.5855281477138794,1.6233333363851017,67.45333334554037,1,30,-0.2,-0.7468053112730992
cifar100,0;0;5;1;0,6,69.54444442019992,0.39263433448163254,1.2499999633789116,70.08999996948242,1,30,-0.19999999999999998,-0.6213920620612317
cifar100,0;0;6;0;0,1,65.39999999389649,0.0,0.0,65.39999999389649,1,0,nan,nan
cifar100,0;1;0;0;5,6,9.888333323351542,0.14006281929182052,0.3633333403269443,10.109999995803832,1,30,-0.19999999999999998,-0.7077706281447769
cifar100,0;1;0;1;4,30,45.44444442606608,6.371460213268064,18.4333333190918,56.35999996948242,1,270,0.3052343764616418,-0.4640310258176923
cifar100,0;1;0;2;3,60,59.991888866339785,4.1427543864441105,15.476666693115234,66.54666663208008,1,660,0.36533151066534125,-0.6326392878098992
cifar100,0;1;0;3;2,60,66.70511108946059,1.9236793966662493,7.896666699218748,71.12999998779297,1,660,0.3315032489946762,-0.6073080226598732
cifar100,0;1;0;4;1,30,69.47111107754178,1.2172483493887727,5.479999945068357,72.71999989013672,1,270,0.2860633796455921,-0.6754259151155838
cifar100,0;1;0;5;0,6,70.64833331570095,1.4068559074750422,4.223333386230465,73.49333332519531,1,30,-0.19999999999999987,-0.9043731320906129
cifar100,0;1;1;0;4,30,43.0063333188714,5.918579679567986,19.27333334757487,54.18000000915527,1,270,0.28612290892126246,-0.3407816785309781
cifar100,0;1;1;1;3,120,59.07755553081937,4.342754819993996,16.606666654459644,66.31999997558594,1,1440,0.4250926520639271,-0.44276577564610475
cifar100,0;1;1;2;2,180,66.24520368081552,1.8503515571306768,9.170000009155281,71.08999998168946,1,2340,0.40565749502516585,-0.5211204100779773
cifar100,0;1;1;3;1,120,69.33852775702582,1.163035600251256,6.246666507975263,72.71999990234374,1,1440,0.4203814063145519,-0.5435794400010667
cifar100,0;1;1;4;0,30,70.69488885097925,1.1935262840672467,4.106666638183583,73.30666660970051,1,270,0.2910590203491646,-0.6758294689044038
cifar100,0;1;2;0;3,60,56.57644442086114,5.120709440073626,17.569999920654297,65.26999993591309,1,660,0.37053734463409677,-0.6676114935496857
cifar100,0;1;2;1;2,180,65.64438886670713,1.8471261772595648,8.983333355712887,69.95333334960937,1,2340,0.38815246942034914,-0.44218032736554563
cifar100,0;1;2;2;1,180,68.96968515485975,1.0948269279698628,5.579999861653647,71.87333323974609,1,2340,0.4243485780483258,-0.30761052334525707
cifar100,0;1;2;3;0,60,70.51061107945762,1.0715047370497057,4.290000036621095,72.95999996948242,1,660,0.3836981304458387,-0.5338352542496175
cifar100,0;1;3;0;2,60,63.88016665757922,1.6686133549426756,6.760000045776366,67.34000005493164,1,660,0.25520275473068454,-0.5369992227715208
cifar100,0;1;3;1;1,120,68.37597219300164,1.0826905679006193,5.186666613769532,70.85999991455078,1,1440,0.3616682110435655,-0.425243065484796
cifar100,0;1;3;2;0,60,70.09844441024781,0.871076265060779,4.0499998413085905,72.41999986572266,1,660,0.35929652731200346,-0.49519029284175436
cifar100,0;1;4;0;1,30,66.19577775919596,0.8006348978129101,3.4799999633789014,67.95999998168945,1,270,0.28249233152248476,-0.6566792959060278
cifar100,0;1;4;1;0,30,69.42866663068983,0.753564663669883,3.1200000091552624,71.42999997558593,1,270,0.2450579820196934,-0.7458303217573934
cifar100,0;1;5;0;0,6,65.83944441138374,1.11664247168491,3.196666651407881,68.24666661783856,1,30,-0.2,-0.9640887978151134
cifar100,0;2;0;0;4,15,9.89866665831672,0.20171413567624336,0.8266666740417481,10.426666662597656,1,120,0.01845726926046057,-0.7057660905808928
cifar100,0;2;0;1;3,60,46.763222200249565,6.917949546207133,19.430000021362304,57.84999997253418,1,660,0.44169549893231896,-0.3545058211182097
cifar100,0;2;0;2;2,90,61.439074051479764,3.9148239071738997,12.183333321126298,67.79333327229817,1,1080,0.41817198819768675,-0.302472292783876
cifar100,0;2;0;3;1,60,67.93861108254326,1.637653498251302,5.833333392333984,70.86000005493165,1,660,0.25284174386120833,-0.5266940398645438
cifar100,0;2;0;4;0,15,70.17355551418727,1.4811754386420732,5.863333239746112,72.4333332397461,1,120,0.10517518542017297,-0.5080836946954971
cifar100,0;2;1;0;3,60,44.771055530522666,6.244392044934209,21.926666675821934,57.00666665445963,1,660,0.40686429351402403,-0.40786905427357595
cifar100,0;2;1;1;2,180,60.786407385152174,4.039215084637873,13.149999977620446,67.72999995117188,1,2340,0.4745841540856578,-0.4221639764905618
cifar100,0;2;1;2;1,180,67.61998145628188,1.5970666499428592,6.340000034586595,70.85999999186198,1,2340,0.36289336771026903,-0.369612710775504
cifar100,0;2;1;3;0,60,70.07172218260023,1.2487038422534482,5.019999951171883,72.73999993896484,1,660,0.30934306290136254,-0.4017472510936352
cifar100,0;2;2;0;2,90,58.420296270028565,4.648529246063018,13.770000003051763,65.98000000915528,1,1080,0.41960662407242766,-0.5504289967430981
cifar100,0;2;2;1;1,180,67.04287034588283,1.4979559182064814,6.636666647338863,70.18666665039062,1,2340,0.3416171005499313,-0.35726272079196314
cifar100,0;2;2;2;0,90,69.66885182571977,1.046612185858033,4.773333329264332,71.75999999389649,1,1080,0.3535870763825493,-0.3978340406271105
cifar100,0;2;3;0;1,60,65.0943888681878,1.326752437069374,5.286666695149741,67.37999998779297,1,660,0.12961579195955222,-0.35977135952648487
cifar100,0;2;3;1;0,60,69.14422219445122,0.6740881021839412,3.419999945068355,70.91999993286133,1,660,0.2916104944859755,-0.5060012746013247
cifar100,0;2;4;0;0,15,65.77977775444879,1.5330673591383526,5.250000003051767,68.00999998779298,1,120,0.02614452427033596,-0.4885359668665122
cifar100,0;3;0;0;3,20,10.241499994939167,0.1578060522223712,0.5333333429972313,10.419999995930988,2,180,0.1884108170327934,-0.3041708433314419
cifar100,0;3;0;1;2,60,48.21316663519965,6.905776953213291,19.733333377075198,59.29999998474121,1,660,0.4473025215446135,-0.37312607527958774
cifar100,0;3;0;2;1,60,62.44022219787598,3.7652049281170092,10.253333371988944,67.97333332316082,1,660,0.38211474577450527,-0.652416154044745
cifar100,0;3;0;3;0,20,68.90766663619996,1.5944940228762674,4.98999990234374,71.20999990844726,1,180,-0.06451652529323332,-0.4623141074484884
cifar100,0;3;1;0;2,60,46.3961666371833,5.89055171691776,22.606666609700525,58.179999926757816,1,660,0.41954119249577043,-0.3298481321923626
cifar100,0;3;1;1;1,120,62.10597220071581,3.83817923350176,11.333333347574886,67.89999998168946,1,1440,0.4244431851383705,-0.4360648842450576
cifar100,0;3;1;2;0,60,68.6908332999505,1.2051057406136059,5.02999998474121,70.62999998168945,1,660,0.12331333028035736,-0.16418169764011187
cifar100,0;3;2;0;1,60,60.22766664031983,3.784531205845608,13.310000059000657,66.01000000610352,1,660,0.3649224834636805,-0.6369359905441193
cifar100,0;3;2;1;0,60,68.2107777503289,0.9686342750726299,4.426666672770196,70.08666660563152,1,660,0.12310903109703786,-0.009619701288603554
cifar100,0;3;3;0;0,20,65.07249997934977,1.5609135064310962,4.960000018310545,67.3999999633789,1,180,-0.06963830992961459,-0.3688785415649696
cifar100,0;4;0;0;2,15,10.50711110772027,0.16712322613875272,0.5066666620890299,10.773333330281575,1,120,0.13812178952065562,-0.3783497662456733
cifar100,0;4;0;1;1,30,50.06833330200196,6.668680340902558,16.593333343505854,60.7133333231608,1,270,0.3301821631774698,-0.4602383366205699
cifar100,0;4;0;2;0,15,63.695555530192046,3.190267994914937,7.806666699218759,67.539999995931,1,120,0.15229796168535387,-0.317431119011735
cifar100,0;4;1;0;1,30,48.456333303358285,5.7704574159546,15.723333355712889,58.55333330688476,1,270,0.3208386931663544,-0.45529562063190054
cifar100,0;4;1;1;0,30,63.86111109235976,2.954902061637584,7.413333323160799,67.6533333211263,1,270,0.23622690946818864,-0.3807866771754972
cifar100,0;4;2;0;0,15,61.26111109402127,2.6990809741413035,6.493333352661118,64.45999996643066,1,120,0.16723416968716248,-0.8331038727260753
cifar100,0;5;0;0;1,6,11.88888888291253,0.8108035967490609,1.8066666776021325,12.506666668192546,1,30,-0.19999999999999996,-0.3407466687158561
cifar100,0;5;0;1;0,6,52.31055553063286,6.209811951617181,14.113333326212569,61.61999998474121,1,30,-0.19999999999999993,-0.6704406121903117
cifar100,0;5;1;0;0,6,48.075555519951706,7.266989467639003,17.493333341471356,58.446666650390625,1,30,-0.19999999999999996,-0.638242551283084
cifar100,0;6;0;0;0,1,15.033333331298829,0.0,0.0,15.033333331298829,1,0,nan,nan
cifar100,1;0;0;0;5,6,32.27333331951565,5.95327982584787,13.579999991861985,40.78666665242513,1,30,-0.20000000000000004,-0.6395261974701237
cifar100,1;0;0;1;4,30,52.798555532463915,6.584828839016272,23.230000003051757,63.770000003051756,2,270,0.10378019671582198,-0.3210166503678282
cifar100,1;0;0;2;3,60,61.40711108842638,5.1292408893281785,27.56333332722982,68.00999994506836,1,660,0.18860087350356547,-0.06062176626669783
cifar100,1;0;0;3;2,60,66.49372219723172,2.699687231791065,12.340000036621092,69.8,1,660,0.2170561251115462,-0.3072915951344792
cifar100,1;0;0;4;1,30,68.88055552975125,1.0986355416898732,5.253333211263026,70.73999988403321,1,270,0.07493048718097678,-0.22571899625675357
cifar100,1;0;0;5;0,6,69.62444440511068,1.6253075670840178,4.933333333333337,71.36666664632162,1,30,-0.2,-0.4793834031363139
cifar100,1;0;1;0;4,30,49.3995555339559,6.30563638593323,21.140000040690104,61.90666665649414,1,270,0.12942668369214777,-0.4211451913645721
cifar100,1;0;1;1;3,120,60.556666645855366,5.141283889882195,26.92000006713868,67.33000001831056,1,1440,0.2709760346622677,-0.25595344900795414
cifar100,1;0;1;2;2,180,65.98768515863489,2.978763539362948,16.73333326416015,70.09999989013671,1,2340,0.32486619008073075,-0.22506820030263835
cifar100,1;0;1;3;1,120,68.84574996561687,1.1049963886826977,4.893333384195955,70.8,1,1440,0.3054699201352864,-0.3012765769305359
cifar100,1;0;1;4;0,30,69.20655553493924,1.6390199249785595,5.939999987792945,71.1599999633789,1,270,0.31041314542261855,-0.31797904149538214
cifar100,1;0;2;0;3,60,58.665777752889,5.089622082361465,24.673333384195963,65.59999998168945,1,660,0.23600043999393572,-0.42134422965753515
cifar100,1;0;2;1;2,180,65.2088703477026,3.117326172950544,16.27666661275228,69.42999993591309,1,2340,0.3352320330440147,-0.26713472796904775
cifar100,1;0;2;2;1,180,68.50655552758677,1.2954011613569991,6.870000006103524,70.96999998779297,1,2340,0.31917631051784906,-0.2493012924880356
cifar100,1;0;2;3;0,60,68.97338886774699,1.5224384052454294,6.8600000823974625,70.85000004272462,1,660,0.37054059835394443,-0.15731781301754919
cifar100,1;0;3;0;2,60,63.180111095241976,2.9630756002851855,12.420000004069024,65.72000001017254,1,660,0.20586688244325965,-0.2435787557466682
cifar100,1;0;3;1;1,120,67.60663886894227,1.3623171589231737,5.6400000518798805,69.77000002441406,1,1440,0.2978330163398391,-0.2886713704507228
cifar100,1;0;3;2;0,60,68.75561108859593,1.525456517208784,6.443333359781917,70.92999998168946,1,660,0.26297665776292434,-0.14949576840227316
cifar100,1;0;4;0;1,30,65.30888887223986,0.9812974461355962,4.469999920654303,66.96999994506837,1,270,0.1870236379521118,-0.43610549094392814
cifar100,1;0;4;1;0,30,68.00722219170464,1.683438947946007,5.830000012207023,69.91000002441406,1,270,0.12648310639342222,-0.32224109584921473
cifar100,1;0;5;0;0,6,64.63555555979411,1.3357723023870676,4.0300000366210895,65.82000005493164,1,30,-0.19999999999999987,-0.3965493822517481
cifar100,1;1;0;0;4,30,34.21922220604791,7.381528683359423,22.613333338419597,50.6333333190918,1,270,0.30727112204044843,-0.5243023185360933
cifar100,1;1;0;1;3,120,55.42399997470856,6.256565748020257,26.199999987792978,66.06999993896486,1,1440,0.29776977454677844,-0.1992902932032422
cifar100,1;1;0;2;2,180,64.19244442593045,4.253173058906933,26.079999871826175,70.32999989624024,1,2340,0.26699975204985693,-0.17912660498851476
cifar100,1;1;0;3;1,120,68.12236108627319,1.4614229097727496,7.179999969482417,71.17333330891927,1,1440,0.2476585167529353,-0.23987808842946504
cifar100,1;1;0;4;0,30,69.4376666534763,1.5588467138203854,8.090000039672859,72.52000001220703,1,270,0.08133864050353302,-0.3259020445010473
cifar100,1;1;1;0;3,120,52.34355553500705,6.185013710117226,23.649999988810222,64.23999995524089,1,1440,0.3129685658450657,-0.2542265394080567
cifar100,1;1;1;1;2,360,63.53370368073923,4.251221401038973,26.0433332804362,69.8133332804362,1,5040,0.3387833255450674,-0.13307878936247552
cifar100,1;1;1;2;1,360,67.83321293759381,1.527073031193897,9.109999973551432,71.02999993286133,1,5040,0.3430388527716792,-0.3006910924007163
cifar100,1;1;1;3;0,120,69.34777775147332,1.4365622083299445,8.106666618855783,73.0866666463216,1,1440,0.3437441879254513,-0.44597580585998137
cifar100,1;1;2;0;2,180,61.78716664575648,3.984982156805863,22.506666666666675,66.84666665445964,1,2340,0.26392072356551816,-0.17920365998762203
cifar100,1;1;2;1;1,360,67.12251849412706,1.7475155904633273,8.463333239746085,70.56999990234374,1,5040,0.35013558048070215,-0.11428407880599992
cifar100,1;1;2;2;0,180,69.04020367522062,1.5346322213436971,9.973333315022778,72.01999997558593,1,2340,0.30812954072882315,-0.31208575074310796
cifar100,1;1;3;0;1,120,64.95799998410544,1.2485652088648,5.366666695149725,67.62000002441405,1,1440,0.2631351589965949,-0.29962016318259355
cifar100,1;1;3;1;0,120,68.25788886028714,1.8203351249085393,9.030000032552081,71.50999996948242,1,1440,0.3047134016260789,-0.20919513694255468
cifar100,1;1;4;0;0,30,64.76844442121718,1.5747737637403718,7.4300000193277995,68.04999999694824,1,270,0.1912969988377022,-0.5192169527183832
cifar100,1;2;0;0;3,60,36.281999981859,7.910514425606899,22.569999994913744,51.30999999084473,1,660,0.4371421797944609,-0.3368535897248573
cifar100,1;2;0;1;2,180,57.99527775316027,5.636949694160165,23.219999995930984,67.37333330688476,1,2340,0.3347565918463278,-0.13192676795439837
cifar100,1;2;0;2;1,180,66.0867777561555,3.264322829496768,20.4499999053955,70.59999989013671,1,2340,0.21905672163652765,-0.07035426110198245
cifar100,1;2;0;3;0,60,68.94949998179118,1.5394889517791506,4.966666695149726,71.55999998779296,1,660,0.2538264172290253,-0.4977184648290584
cifar100,1;2;1;0;2,180,55.279555534181945,5.505317571253014,20.676666619873046,64.82666661987305,1,2340,0.33413842494988416,-0.08552663776576835
cifar100,1;2;1;1;1,360,65.47975923547533,3.255635207162376,19.926666546630855,69.81999986572265,1,5040,0.31256131121037317,-0.056367516027749795
cifar100,1;2;1;2;0,180,68.69285182093867,1.489184754541961,7.4199999247232995,71.23999990844726,1,2340,0.28714848251802416,-0.3123134515985991
cifar100,1;2;2;0;1,180,63.44216664588081,2.7213722618566414,16.789999958292647,67.00999991760254,1,2340,0.1970886345051596,-0.049578621029385234
cifar100,1;2;2;1;0,180,68.02059256430732,1.7916446691386145,8.326666654459636,70.29999996337891,1,2340,0.328652823805005,-0.12785143894336637
cifar100,1;2;3;0;0,60,64.74449997980754,1.817437733563582,5.579999985758462,67.65999998168945,1,660,0.25728428553839633,0.10565430467930766
cifar100,1;3;0;0;2,60,38.84438886873033,8.0727707928024,25.066666657511387,55.119999972534174,1,660,0.4384587519476532,-0.4196373460988779
cifar100,1;3;0;1;1,120,60.116611083357064,4.898014034112683,18.73666665445964,67.74666660563152,1,1440,0.2817155090119248,-0.05163057221769962
cifar100,1;3;0;2;0,60,67.21861109185112,2.5594081571507643,15.82,70.2599999633789,1,660,0.06328339536417293,-0.27155007689695937
cifar100,1;3;1;0;1,120,58.082277753456964,4.430976236761867,15.466666614786774,65.10666662394205,1,1440,0.2796254506097726,-0.1890133679059147
cifar100,1;3;1;1;0,120,66.76752775967068,2.657891792925854,15.359999906412767,69.25999989420573,1,1440,0.21594913288370335,-0.16497253435214532
cifar100,1;3;2;0;0,60,63.94344442643908,2.0640037454872786,12.363333325195313,66.57333328857422,1,660,0.03602335017695106,-0.13631452379436562
cifar100,1;4;0;0;1,30,41.83511109224108,7.515938899253607,21.640000010681156,54.87999998474121,1,270,0.32128475113540417,-0.45428886584525474
cifar100,1;4;0;1;0,30,62.404555536736375,3.9607342722295398,13.12666668294272,67.48000000610352,1,270,0.036661782413648945,-0.3595480621522082
cifar100,1;4;1;0;0,30,59.7972221991984,3.243539119398443,9.77000002441406,64.25999999389649,2,270,0.07172979899971542,-0.41439563372804006
cifar100,1;5;0;0;0,6,44.078888879394526,7.6122215691353325,16.593333280436198,55.11999995727539,1,30,-0.20000000000000004,-0.6486588624106996
cifar100,2;0;0;0;4,15,40.566666649373374,3.7649528081760577,12.32666668904622,47.10666667683919,1,120,0.10090350704884168,-0.30022484232475616
cifar100,2;0;0;1;3,60,54.303388867119686,8.421979018301261,28.780000064086906,67.63999999389648,1,660,0.24240112489573948,-0.32542604556770144
cifar100,2;0;0;2;2,90,61.23529627069544,6.846403128677905,28.37666665852865,68.20999996948242,1,1080,0.2795435021228992,-0.35162587547388185
cifar100,2;0;0;3;1,60,65.64433331000433,5.035602150707373,23.313333298746734,70.29999994506835,1,660,0.16066531258071293,-0.10661418633871325
cifar100,2;0;0;4;0,15,67.35022220642091,2.0869852503687127,6.990000106811529,69.95000002441407,1,120,0.20408808712508014,-0.6336344570284933
cifar100,2;0;1;0;3,60,52.18044442292107,7.388074159723751,24.119999954223637,62.90999996948242,1,660,0.26112551725657557,-0.24877243083795808
cifar100,2;0;1;1;2,180,60.26694442272045,6.8845539315014195,28.98999999186198,67.96999998168945,1,2340,0.36075356173952255,-0.16997800514100758
cifar100,2;0;1;2;1,180,65.02607405668472,5.325977569934024,23.756666623942046,70.20999995727539,1,2340,0.31132117827857775,-0.2347636852858941
cifar100,2;0;1;3;0,60,67.01322219506157,2.435744228199658,8.626666625976569,69.96666660156251,1,660,0.294685110225998,-0.3168138966840097
cifar100,2;0;2;0;2,90,57.97437034522162,6.337995898684358,25.27999999898274,65.11999997253417,1,1080,0.31695016650795954,0.06471168401139714
cifar100,2;0;2;1;1,180,63.974277758421714,5.327743369744965,22.689999948120104,69.1399998901367,1,2340,0.32824287799768076,-0.0947880183065137
cifar100,2;0;2;2;0,90,66.55522219957139,2.888393933857099,12.673333437093099,70.10000005493164,1,1080,0.32193011683338496,-0.25424654683793035
cifar100,2;0;3;0;1,60,61.591666645609536,4.950958400301301,19.87333333841959,66.15333331705729,1,660,0.2219681896033799,-0.2646581238605296
cifar100,2;0;3;1;0,60,65.44616664813573,3.4115670277471324,14.62999998779297,69.22999991760254,1,660,0.2524528891481871,-0.19458021461592934
cifar100,2;0;4;0;0,15,61.788222200046114,3.3341818636560703,9.493333353678395,65.2199999938965,1,120,0.19837420737892042,-0.1917312929280051
cifar100,2;1;0;0;3,60,44.1877777537028,4.770378379182612,21.2700000020345,58.259999971516926,1,660,0.3395539629133505,-0.6507005748183998
cifar100,2;1;0;1;2,180,57.85224071671663,7.811805461355055,28.879999987792978,67.97999998779298,1,2340,0.3392627442907114,-0.08160573039515101
cifar100,2;1;0;2;1,180,64.35733331143415,5.691660864715659,23.980000063069646,70.34000002441405,1,2340,0.2771161346251334,-0.03112269846989988
cifar100,2;1;0;3;0,60,67.29883331007217,2.9024935530940885,14.093333243815117,71.85999990234376,1,660,-0.00193102834448888,-0.09818804309713222
cifar100,2;1;1;0;2,180,55.81966664266515,6.968548587696531,25.173333402506508,64.67333334757487,1,2340,0.34467971712391937,-0.20359052197344776
cifar100,2;1;1;1;1,360,63.52909256998981,5.692526006035117,23.846666689046224,70.23999999593099,1,5040,0.36748537400952086,-0.05596638770694162
cifar100,2;1;1;2;0,180,66.9098888638136,3.0778435750101996,14.586666689046218,71.78,1,2340,0.21987859278780542,-0.05634553773798776
cifar100,2;1;2;0;1,180,61.27811108669139,5.140056221255697,20.82,66.86999996032715,1,2340,0.29433812522979136,-0.22140034108300533
cifar100,2;1;2;1;0,180,65.88470368138066,3.5227916576391047,14.616666628011068,70.78999993896484,1,2340,0.2758043123893205,-0.08552240955504394
