objective,mode,n,seed,hit_generation,censored,evaluations,operator_weights,status
adjacency,portfolio,16,3,1514,False,30300,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
adjacency,portfolio,16,4,2047,False,40960,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
adjacency,portfolio,16,5,1826,False,36540,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
adjacency,portfolio,16,6,1009,False,20200,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
adjacency,portfolio,16,7,536,False,10740,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
adjacency,portfolio,16,8,2511,False,50240,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
adjacency,portfolio,16,9,1550,False,31020,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
adjacency,portfolio,16,10,2081,False,41640,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
adjacency,portfolio,16,11,955,False,19120,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
adjacency,portfolio,16,12,1538,False,30780,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
adjacency,portfolio,16,13,1554,False,31100,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
adjacency,portfolio,16,14,2939,False,58800,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
adjacency,adaptive,6,0,2,False,62,"{""swap"": 0.2387, ""insert"": 0.2387, ""inversion"": 0.2148, ""scramble"": 0.3079}",ok
adjacency,adaptive,6,1,64,False,1353,"{""swap"": 0.2577, ""insert"": 0.2319, ""inversion"": 0.3017, ""scramble"": 0.2087}",ok
adjacency,adaptive,6,2,75,False,1582,"{""swap"": 0.1825, ""insert"": 0.2635, ""inversion"": 0.414, ""scramble"": 0.14}",ok
adjacency,adaptive,6,3,0,False,20,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
adjacency,adaptive,6,4,14,False,312,"{""swap"": 0.3396, ""insert"": 0.2277, ""inversion"": 0.2277, ""scramble"": 0.205}",ok
adjacency,adaptive,6,5,14,False,316,"{""swap"": 0.238, ""insert"": 0.2219, ""inversion"": 0.3181, ""scramble"": 0.2219}",ok
adjacency,adaptive,6,6,137,False,2885,"{""swap"": 0.1265, ""insert"": 0.249, ""inversion"": 0.3172, ""scramble"": 0.3074}",ok
adjacency,adaptive,6,7,139,False,2923,"{""swap"": 0.28, ""insert"": 0.1837, ""inversion"": 0.2564, ""scramble"": 0.28}",ok
adjacency,adaptive,6,8,91,False,1901,"{""swap"": 0.2577, ""insert"": 0.2319, ""inversion"": 0.3017, ""scramble"": 0.2087}",ok
adjacency,adaptive,6,9,88,False,1849,"{""swap"": 0.2342, ""insert"": 0.2342, ""inversion"": 0.2974, ""scramble"": 0.2342}",ok
adjacency,adaptive,6,10,147,False,3087,"{""swap"": 0.2695, ""insert"": 0.2183, ""inversion"": 0.2695, ""scramble"": 0.2426}",ok
adjacency,adaptive,6,11,6,False,146,"{""swap"": 0.2147, ""insert"": 0.2386, ""inversion"": 0.3319, ""scramble"": 0.2147}",ok
adjacency,adaptive,6,12,85,False,1817,"{""swap"": 0.2126, ""insert"": 0.3295, ""inversion"": 0.2126, ""scramble"": 0.2453}",ok
adjacency,adaptive,6,13,37,False,791,"{""swap"": 0.1739, ""insert"": 0.2945, ""inversion"": 0.2666, ""scramble"": 0.265}",ok
adjacency,adaptive,6,14,107,False,2256,"{""swap"": 0.2558, ""insert"": 0.3691, ""inversion"": 0.1678, ""scramble"": 0.2072}",ok
adjacency,adaptive,8,0,82,False,1733,"{""swap"": 0.151, ""insert"": 0.2394, ""inversion"": 0.2938, ""scramble"": 0.3158}",ok
adjacency,adaptive,8,1,62,False,1306,"{""swap"": 0.216, ""insert"": 0.3922, ""inversion"": 0.1944, ""scramble"": 0.1974}",ok
adjacency,adaptive,8,2,147,False,3087,"{""swap"": 0.1848, ""insert"": 0.1848, ""inversion"": 0.3607, ""scramble"": 0.2698}",ok
adjacency,adaptive,8,3,237,False,5001,"{""swap"": 0.2353, ""insert"": 0.2118, ""inversion"": 0.3176, ""scramble"": 0.2353}",ok
adjacency,adaptive,8,4,21,False,462,"{""swap"": 0.241, ""insert"": 0.2008, ""inversion"": 0.3955, ""scramble"": 0.1627}",ok
adjacency,adaptive,8,5,50,False,1076,"{""swap"": 0.206, ""insert"": 0.2122, ""inversion"": 0.1706, ""scramble"": 0.4112}",ok
adjacency,adaptive,8,6,112,False,2368,"{""swap"": 0.1716, ""insert"": 0.1784, ""inversion"": 0.3148, ""scramble"": 0.3352}",ok
adjacency,adaptive,8,7,94,False,1985,"{""swap"": 0.2044, ""insert"": 0.2271, ""inversion"": 0.3414, ""scramble"": 0.2271}",ok
adjacency,adaptive,8,8,166,False,3487,"{""swap"": 0.1901, ""insert"": 0.213, ""inversion"": 0.3452, ""scramble"": 0.2517}",ok
adjacency,adaptive,8,9,896,False,18780,"{""swap"": 0.27, ""insert"": 0.2812, ""inversion"": 0.2271, ""scramble"": 0.2217}",ok
adjacency,adaptive,8,10,467,False,9770,"{""swap"": 0.1958, ""insert"": 0.2686, ""inversion"": 0.2006, ""scramble"": 0.3351}",ok
adjacency,adaptive,8,11,348,False,7311,"{""swap"": 0.1992, ""insert"": 0.2053, ""inversion"": 0.3469, ""scramble"": 0.2487}",ok
adjacency,adaptive,8,12,71,False,1519,"{""swap"": 0.3403, ""insert"": 0.2167, ""inversion"": 0.2675, ""scramble"": 0.1755}",ok
adjacency,adaptive,8,13,28,False,611,"{""swap"": 0.2551, ""insert"": 0.223, ""inversion"": 0.1806, ""scramble"": 0.3412}",ok
adjacency,adaptive,8,14,87,False,1851,"{""swap"": 0.1896, ""insert"": 0.3234, ""inversion"": 0.2629, ""scramble"": 0.2241}",ok
adjacency,adaptive,10,0,347,False,7279,"{""swap"": 0.3167, ""insert"": 0.1656, ""inversion"": 0.2893, ""scramble"": 0.2284}",ok
adjacency,adaptive,10,1,191,False,4027,"{""swap"": 0.1585, ""insert"": 0.1744, ""inversion"": 0.3411, ""scramble"": 0.326}",ok
adjacency,adaptive,10,2,4274,False,89525,"{""swap"": 0.1832, ""insert"": 0.2197, ""inversion"": 0.3529, ""scramble"": 0.2441}",ok
adjacency,adaptive,10,3,764,False,16050,"{""swap"": 0.1827, ""insert"": 0.3095, ""inversion"": 0.307, ""scramble"": 0.2008}",ok
adjacency,adaptive,10,4,417,False,8757,"{""swap"": 0.2617, ""insert"": 0.1893, ""inversion"": 0.3096, ""scramble"": 0.2393}",ok
adjacency,adaptive,10,5,339,False,7130,"{""swap"": 0.2435, ""insert"": 0.2061, ""inversion"": 0.2677, ""scramble"": 0.2827}",ok
adjacency,adaptive,10,6,309,False,6484,"{""swap"": 0.2583, ""insert"": 0.2324, ""inversion"": 0.2637, ""scramble"": 0.2456}",ok
adjacency,adaptive,10,7,2218,False,46427,"{""swap"": 0.2326, ""insert"": 0.24, ""inversion"": 0.2573, ""scramble"": 0.27}",ok
adjacency,adaptive,10,8,253,False,5302,"{""swap"": 0.1445, ""insert"": 0.2534, ""inversion"": 0.374, ""scramble"": 0.2281}",ok
adjacency,adaptive,10,9,835,False,17545,"{""swap"": 0.2577, ""insert"": 0.3801, ""inversion"": 0.1302, ""scramble"": 0.2319}",ok
adjacency,adaptive,10,10,582,False,12202,"{""swap"": 0.1832, ""insert"": 0.2601, ""inversion"": 0.2533, ""scramble"": 0.3033}",ok
adjacency,adaptive,10,11,1622,False,33983,"{""swap"": 0.2686, ""insert"": 0.2489, ""inversion"": 0.2877, ""scramble"": 0.1947}",ok
adjacency,adaptive,10,12,322,False,6765,"{""swap"": 0.1537, ""insert"": 0.1991, ""inversion"": 0.2902, ""scramble"": 0.3571}",ok
adjacency,adaptive,10,13,132,False,2777,"{""swap"": 0.1615, ""insert"": 0.2734, ""inversion"": 0.3657, ""scramble"": 0.1993}",ok
adjacency,adaptive,10,14,518,False,10859,"{""swap"": 0.2048, ""insert"": 0.2558, ""inversion"": 0.2585, ""scramble"": 0.2809}",ok
adjacency,adaptive,12,0,229,False,4804,"{""swap"": 0.2049, ""insert"": 0.1942, ""inversion"": 0.305, ""scramble"": 0.296}",ok
adjacency,adaptive,12,1,231,False,4871,"{""swap"": 0.2047, ""insert"": 0.1769, ""inversion"": 0.3929, ""scramble"": 0.2255}",ok
adjacency,adaptive,12,2,2634,False,55149,"{""swap"": 0.2378, ""insert"": 0.2202, ""inversion"": 0.3545, ""scramble"": 0.1875}",ok
adjacency,adaptive,12,3,274,False,5773,"{""swap"": 0.3638, ""insert"": 0.1956, ""inversion"": 0.209, ""scramble"": 0.2316}",ok
adjacency,adaptive,12,4,773,False,16213,"{""swap"": 0.2277, ""insert"": 0.2587, ""inversion"": 0.343, ""scramble"": 0.1706}",ok
adjacency,adaptive,12,5,2458,False,51491,"{""swap"": 0.2528, ""insert"": 0.202, ""inversion"": 0.2682, ""scramble"": 0.277}",ok
adjacency,adaptive,12,6,743,False,15579,"{""swap"": 0.1925, ""insert"": 0.2263, ""inversion"": 0.3298, ""scramble"": 0.2514}",ok
adjacency,adaptive,12,7,6534,False,136859,"{""swap"": 0.2622, ""insert"": 0.2088, ""inversion"": 0.3378, ""scramble"": 0.1911}",ok
adjacency,adaptive,12,8,1057,False,22145,"{""swap"": 0.2366, ""insert"": 0.2295, ""inversion"": 0.329, ""scramble"": 0.205}",ok
adjacency,adaptive,12,9,102,False,2155,"{""swap"": 0.2286, ""insert"": 0.3025, ""inversion"": 0.2876, ""scramble"": 0.1814}",ok
adjacency,adaptive,12,10,2609,False,54693,"{""swap"": 0.2951, ""insert"": 0.1373, ""inversion"": 0.312, ""scramble"": 0.2556}",ok
adjacency,adaptive,12,11,401,False,8422,"{""swap"": 0.2688, ""insert"": 0.1985, ""inversion"": 0.3016, ""scramble"": 0.2311}",ok
adjacency,adaptive,12,12,6289,False,131748,"{""swap"": 0.3355, ""insert"": 0.2066, ""inversion"": 0.2842, ""scramble"": 0.1737}",ok
adjacency,adaptive,12,13,4261,False,89272,"{""swap"": 0.1787, ""insert"": 0.2396, ""inversion"": 0.348, ""scramble"": 0.2337}",ok
adjacency,adaptive,12,14,1441,False,30227,"{""swap"": 0.1651, ""insert"": 0.2407, ""inversion"": 0.3048, ""scramble"": 0.2894}",ok
adjacency,adaptive,14,0,432,False,9058,"{""swap"": 0.2212, ""insert"": 0.2453, ""inversion"": 0.3721, ""scramble"": 0.1613}",ok
adjacency,adaptive,14,1,154,False,3247,"{""swap"": 0.2163, ""insert"": 0.2694, ""inversion"": 0.3196, ""scramble"": 0.1947}",ok
adjacency,adaptive,14,2,1062,False,22268,"{""swap"": 0.1808, ""insert"": 0.3212, ""inversion"": 0.2383, ""scramble"": 0.2597}",ok
adjacency,adaptive,14,3,254,False,5352,"{""swap"": 0.2117, ""insert"": 0.1889, ""inversion"": 0.3258, ""scramble"": 0.2736}",ok
adjacency,adaptive,14,4,1622,False,34060,"{""swap"": 0.2217, ""insert"": 0.2356, ""inversion"": 0.3541, ""scramble"": 0.1885}",ok
adjacency,adaptive,14,5,1009,False,21171,"{""swap"": 0.2809, ""insert"": 0.2147, ""inversion"": 0.2664, ""scramble"": 0.2379}",ok
adjacency,adaptive,14,6,774,False,16276,"{""swap"": 0.2127, ""insert"": 0.2318, ""inversion"": 0.3702, ""scramble"": 0.1853}",ok
adjacency,adaptive,14,7,622,False,13055,"{""swap"": 0.3049, ""insert"": 0.2139, ""inversion"": 0.2757, ""scramble"": 0.2056}",ok
adjacency,adaptive,14,8,2394,False,50090,"{""swap"": 0.189, ""insert"": 0.2201, ""inversion"": 0.2907, ""scramble"": 0.3001}",ok
adjacency,adaptive,14,9,348,False,7316,"{""swap"": 0.2645, ""insert"": 0.1788, ""inversion"": 0.3888, ""scramble"": 0.168}",ok
adjacency,adaptive,14,10,2337,False,49011,"{""swap"": 0.2073, ""insert"": 0.2503, ""inversion"": 0.3251, ""scramble"": 0.2172}",ok
adjacency,adaptive,14,11,1666,False,34935,"{""swap"": 0.2863, ""insert"": 0.3145, ""inversion"": 0.2039, ""scramble"": 0.1953}",ok
adjacency,adaptive,14,12,840,False,17601,"{""swap"": 0.1675, ""insert"": 0.3726, ""inversion"": 0.3243, ""scramble"": 0.1356}",ok
adjacency,adaptive,14,13,1062,False,22194,"{""swap"": 0.205, ""insert"": 0.2929, ""inversion"": 0.2525, ""scramble"": 0.2496}",ok
adjacency,adaptive,14,14,2940,False,61700,"{""swap"": 0.2972, ""insert"": 0.2152, ""inversion"": 0.2963, ""scramble"": 0.1912}",ok
adjacency,adaptive,16,0,7189,False,150631,"{""swap"": 0.1908, ""insert"": 0.2465, ""inversion"": 0.3328, ""scramble"": 0.2299}",ok
adjacency,adaptive,16,1,3182,False,66767,"{""swap"": 0.3329, ""insert"": 0.2298, ""inversion"": 0.2632, ""scramble"": 0.1741}",ok
adjacency,adaptive,16,2,700,False,14665,"{""swap"": 0.1396, ""insert"": 0.2528, ""inversion"": 0.3126, ""scramble"": 0.2951}",ok
adjacency,adaptive,16,3,462,False,9717,"{""swap"": 0.1714, ""insert"": 0.2422, ""inversion"": 0.3248, ""scramble"": 0.2616}",ok
adjacency,adaptive,16,4,5084,False,106588,"{""swap"": 0.2815, ""insert"": 0.1708, ""inversion"": 0.2864, ""scramble"": 0.2613}",ok
adjacency,adaptive,16,5,10000,True,209335,"{""swap"": 0.2622, ""insert"": 0.1895, ""inversion"": 0.2722, ""scramble"": 0.2761}",censored
adjacency,adaptive,16,6,1241,False,26015,"{""swap"": 0.1736, ""insert"": 0.1898, ""inversion"": 0.3562, ""scramble"": 0.2803}",ok
adjacency,adaptive,16,7,1404,False,29463,"{""swap"": 0.2277, ""insert"": 0.2225, ""inversion"": 0.3094, ""scramble"": 0.2404}",ok
adjacency,adaptive,16,8,1385,False,29029,"{""swap"": 0.2306, ""insert"": 0.259, ""inversion"": 0.2926, ""scramble"": 0.2178}",ok
adjacency,adaptive,16,9,1617,False,33859,"{""swap"": 0.2162, ""insert"": 0.1944, ""inversion"": 0.3932, ""scramble"": 0.1962}",ok
adjacency,adaptive,16,10,2441,False,51203,"{""swap"": 0.1602, ""insert"": 0.2515, ""inversion"": 0.3635, ""scramble"": 0.2249}",ok
adjacency,adaptive,16,11,1145,False,23993,"{""swap"": 0.2354, ""insert"": 0.2294, ""inversion"": 0.3065, ""scramble"": 0.2287}",ok
adjacency,adaptive,16,12,844,False,17686,"{""swap"": 0.2156, ""insert"": 0.2564, ""inversion"": 0.3783, ""scramble"": 0.1497}",ok
adjacency,adaptive,16,13,966,False,20240,"{""swap"": 0.1929, ""insert"": 0.2111, ""inversion"": 0.3789, ""scramble"": 0.2171}",ok
adjacency,adaptive,16,14,1217,False,25498,"{""swap"": 0.2399, ""insert"": 0.1941, ""inversion"": 0.286, ""scramble"": 0.28}",ok
