perm,fitness
"[4, 3, 1, 5, 2, 0]",0.96875
"[4, 3, 2, 0, 1, 5]",0.8125
"[4, 3, 2, 0, 5, 1]",0.5
"[4, 3, 2, 1, 0, 5]",0.1875
"[4, 3, 2, 1, 5, 0]",0.71875
"[4, 3, 2, 5, 0, 1]",0.9375
"[4, 3, 2, 5, 1, 0]",0.9375
"[4, 3, 5, 0, 1, 2]",0.9375
"[4, 3, 5, 0, 2, 1]",0.90625
"[4, 3, 5, 1, 0, 2]",0.9375
"[4, 3, 5, 1, 2, 0]",0.90625
"[4, 3, 5, 2, 0, 1]",0.9375
"[4, 3, 5, 2, 1, 0]",0.9375
"[4, 5, 0, 1, 2, 3]",0.875
"[4, 5, 0, 1, 3, 2]",0.34375
"[4, 5, 0, 2, 1, 3]",0.90625
"[4, 5, 0, 2, 3, 1]",0.34375
"[4, 5, 0, 3, 1, 2]",0.375
"[4, 5, 0, 3, 2, 1]",0.34375
"[4, 5, 1, 0, 2, 3]",0.875
"[4, 5, 1, 0, 3, 2]",0.5625
"[4, 5, 1, 2, 0, 3]",0.875
"[4, 5, 1, 2, 3, 0]",0.3125
"[4, 5, 1, 3, 0, 2]",0.28125
"[4, 5, 1, 3, 2, 0]",0.34375
"[4, 5, 2, 0, 1, 3]",0.90625
"[4, 5, 2, 0, 3, 1]",0.34375
"[4, 5, 2, 1, 0, 3]",0.84375
"[4, 5, 2, 1, 3, 0]",0.28125
"[4, 5, 2, 3, 0, 1]",0.1875
"[4, 5, 2, 3, 1, 0]",0.34375
"[4, 5, 3, 0, 1, 2]",0.75
"[4, 5, 3, 0, 2, 1]",0.59375
"[4, 5, 3, 1, 0, 2]",0.875
"[4, 5, 3, 1, 2, 0]",0.5
"[4, 5, 3, 2, 0, 1]",0.625
"[4, 5, 3, 2, 1, 0]",0.40625
"[5, 0, 1, 2, 3, 4]",0.375
"[5, 0, 1, 2, 4, 3]",0.40625
"[5, 0, 1, 3, 2, 4]",0.40625
"[5, 0, 1, 3, 4, 2]",0.40625
"[5, 0, 1, 4, 2, 3]",0.4375
"[5, 0, 1, 4, 3, 2]",0.4375
"[5, 0, 2, 1, 3, 4]",0.375
"[5, 0, 2, 1, 4, 3]",0.40625
"[5, 0, 2, 3, 1, 4]",0.40625
"[5, 0, 2, 3, 4, 1]",0.40625
"[5, 0, 2, 4, 1, 3]",0.4375
"[5, 0, 2, 4, 3, 1]",0.4375
"[5, 0, 3, 1, 2, 4]",0.40625
"[5, 0, 3, 1, 4, 2]",0.40625
"[5, 0, 3, 2, 1, 4]",0.40625
"[5, 0, 3, 2, 4, 1]",0.40625
"[5, 0, 3, 4, 1, 2]",0.40625
"[5, 0, 3, 4, 2, 1]",0.40625
"[5, 0, 4, 1, 2, 3]",0.5
"[5, 0, 4, 1, 3, 2]",0.46875
"[5, 0, 4, 2, 1, 3]",0.59375
"[5, 0, 4, 2, 3, 1]",0.46875
"[5, 0, 4, 3, 1, 2]",0.46875
"[5, 0, 4, 3, 2, 1]",0.53125
"[5, 1, 0, 2, 3, 4]",0.40625
"[5, 1, 0, 2, 4, 3]",0.4375
"[5, 1, 0, 3, 2, 4]",0.4375
"[5, 1, 0, 3, 4, 2]",0.40625
"[5, 1, 0, 4, 2, 3]",0.40625
"[5, 1, 0, 4, 3, 2]",0.40625
"[5, 1, 2, 0, 3, 4]",0.46875
"[5, 1, 2, 0, 4, 3]",0.4375
"[5, 1, 2, 3, 0, 4]",0.46875
"[5, 1, 2, 3, 4, 0]",0.375
"[5, 1, 2, 4, 0, 3]",0.4375
"[5, 1, 2, 4, 3, 0]",0.40625
"[5, 1, 3, 0, 2, 4]",0.46875
"[5, 1, 3, 0, 4, 2]",0.375
"[5, 1, 3, 2, 0, 4]",0.46875
"[5, 1, 3, 2, 4, 0]",0.40625
"[5, 1, 3, 4, 0, 2]",0.375
"[5, 1, 3, 4, 2, 0]",0.375
"[5, 1, 4, 0, 2, 3]",0.53125
"[5, 1, 4, 0, 3, 2]",0.46875
"[5, 1, 4, 2, 0, 3]",0.53125
"[5, 1, 4, 2, 3, 0]",0.46875
"[5, 1, 4, 3, 0, 2]",0.4375
"[5, 1, 4, 3, 2, 0]",0.46875
"[5, 2, 0, 1, 3, 4]",0.5
"[5, 2, 0, 1, 4, 3]",0.375
"[5, 2, 0, 3, 1, 4]",0.4375
"[5, 2, 0, 3, 4, 1]",0.4375
"[5, 2, 0, 4, 1, 3]",0.375
"[5, 2, 0, 4, 3, 1]",0.375
"[5, 2, 1, 0, 3, 4]",0.375
"[5, 2, 1, 0, 4, 3]",0.4375
"[5, 2, 1, 3, 0, 4]",0.40625
"[5, 2, 1, 3, 4, 0]",0.375
"[5, 2, 1, 4, 0, 3]",0.40625
"[5, 2, 1, 4, 3, 0]",0.40625
"[5, 2, 3, 0, 1, 4]",0.46875
"[5, 2, 3, 0, 4, 1]",0.375
"[5, 2, 3, 1, 0, 4]",0.40625
"[5, 2, 3, 1, 4, 0]",0.40625
"[5, 2, 3, 4, 0, 1]",0.375
"[5, 2, 3, 4, 1, 0]",0.4375
"[5, 2, 4, 0, 1, 3]",0.375
"[5, 2, 4, 0, 3, 1]",0.375
"[5, 2, 4, 1, 0, 3]",0.4375
"[5, 2, 4, 1, 3, 0]",0.46875
"[5, 2, 4, 3, 0, 1]",0.4375
"[5, 2, 4, 3, 1, 0]",0.25
"[5, 3, 0, 1, 2, 4]",0.4375
"[5, 3, 0, 1, 4, 2]",0.34375
"[5, 3, 0, 2, 1, 4]",0.375
"[5, 3, 0, 2, 4, 1]",0.46875
"[5, 3, 0, 4, 1, 2]",0.40625
"[5, 3, 0, 4, 2, 1]",0.3125
"[5, 3, 1, 0, 2, 4]",0.4375
"[5, 3, 1, 0, 4, 2]",0.3125
"[5, 3, 1, 2, 0, 4]",0.4375
"[5, 3, 1, 2, 4, 0]",0.34375
"[5, 3, 1, 4, 0, 2]",0.40625
"[5, 3, 1, 4, 2, 0]",0.3125
"[5, 3, 2, 0, 1, 4]",0.375
"[5, 3, 2, 0, 4, 1]",0.375
"[5, 3, 2, 1, 0, 4]",0.375
"[5, 3, 2, 1, 4, 0]",0.34375
"[5, 3, 2, 4, 0, 1]",0.28125
"[5, 3, 2, 4, 1, 0]",0.3125
"[5, 3, 4, 0, 1, 2]",0.34375
"[5, 3, 4, 0, 2, 1]",0.21875
"[5, 3, 4, 1, 0, 2]",0.3125
"[5, 3, 4, 1, 2, 0]",0.40625
"[5, 3, 4, 2, 0, 1]",0.375
"[5, 3, 4, 2, 1, 0]",0.28125
"[5, 4, 0, 1, 2, 3]",0.6875
"[5, 4, 0, 1, 3, 2]",0.625
"[5, 4, 0, 2, 1, 3]",0.65625
"[5, 4, 0, 2, 3, 1]",0.65625
"[5, 4, 0, 3, 1, 2]",0.65625
"[5, 4, 0, 3, 2, 1]",0.59375
"[5, 4, 1, 0, 2, 3]",0.5625
"[5, 4, 1, 0, 3, 2]",0.4375
"[5, 4, 1, 2, 0, 3]",0.59375
"[5, 4, 1, 2, 3, 0]",0.65625
"[5, 4, 1, 3, 0, 2]",0.625
"[5, 4, 1, 3, 2, 0]",0.5
"[5, 4, 2, 0, 1, 3]",0.65625
"[5, 4, 2, 0, 3, 1]",0.5625
"[5, 4, 2, 1, 0, 3]",0.53125
"[5, 4, 2, 1, 3, 0]",0.53125
"[5, 4, 2, 3, 0, 1]",0.65625
"[5, 4, 2, 3, 1, 0]",0.46875
"[5, 4, 3, 0, 1, 2]",0.40625
"[5, 4, 3, 0, 2, 1]",0.46875
"[5, 4, 3, 1, 0, 2]",0.53125
"[5, 4, 3, 1, 2, 0]",0.28125
"[5, 4, 3, 2, 0, 1]",0.4375
"[5, 4, 3, 2, 1, 0]",0.28125
