landscape,family,n,method,seed,budget,evaluated,hit,best,optimum,regret,auc,best_at_15,best_at_25,best_at_50,best_at_100,best_at_200,hit_by_15,hit_by_25,hit_by_50,hit_by_100,hit_by_200
xor_n5,neural,5,ls_swap,18,120,120,9,1.0,1.0,0.0,0.99305556,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_swap,19,120,120,27,1.0,1.0,0.0,0.98125,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,ls_swap,20,120,120,27,1.0,1.0,0.0,0.98055556,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,ls_swap,21,120,120,11,1.0,1.0,0.0,0.98958333,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_swap,22,120,120,4,1.0,1.0,0.0,0.99722222,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_swap,23,120,120,8,1.0,1.0,0.0,0.99166667,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_swap,24,120,120,16,1.0,1.0,0.0,0.98958333,0.91666667,1.0,1.0,1.0,1.0,0,1,1,1,1
xor_n5,neural,5,ls_swap,25,120,120,12,1.0,1.0,0.0,0.98541667,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_swap,26,120,120,27,1.0,1.0,0.0,0.98194444,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,ls_swap,27,120,120,37,1.0,1.0,0.0,0.975,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,ls_swap,28,120,120,14,1.0,1.0,0.0,0.98472222,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_swap,29,120,120,2,1.0,1.0,0.0,0.99930556,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_swap,30,120,120,35,1.0,1.0,0.0,0.975,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,ls_swap,31,120,120,6,1.0,1.0,0.0,0.99652778,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_swap,32,120,120,8,1.0,1.0,0.0,0.99166667,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_swap,33,120,120,5,1.0,1.0,0.0,0.99722222,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_swap,34,120,120,15,1.0,1.0,0.0,0.98888889,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_swap,35,120,120,4,1.0,1.0,0.0,0.99791667,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_swap,36,120,120,7,1.0,1.0,0.0,0.99583333,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_swap,37,120,120,14,1.0,1.0,0.0,0.98888889,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_swap,38,120,120,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_swap,39,120,120,13,1.0,1.0,0.0,0.98888889,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,0,120,120,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,1,120,120,22,1.0,1.0,0.0,0.98472222,0.91666667,1.0,1.0,1.0,1.0,0,1,1,1,1
xor_n5,neural,5,ls_insert,2,120,120,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,3,120,120,2,1.0,1.0,0.0,0.99861111,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,4,120,120,9,1.0,1.0,0.0,0.99444444,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,5,120,120,11,1.0,1.0,0.0,0.99305556,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,6,120,120,10,1.0,1.0,0.0,0.99375,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,7,120,119,2,1.0,1.0,0.0,0.99789916,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,8,120,120,3,1.0,1.0,0.0,0.99722222,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,9,120,120,10,1.0,1.0,0.0,0.9875,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,10,120,120,4,1.0,1.0,0.0,0.99652778,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,11,120,120,36,1.0,1.0,0.0,0.97083333,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,ls_insert,12,120,120,23,1.0,1.0,0.0,0.97986111,0.91666667,1.0,1.0,1.0,1.0,0,1,1,1,1
xor_n5,neural,5,ls_insert,13,120,120,18,1.0,1.0,0.0,0.98472222,0.91666667,1.0,1.0,1.0,1.0,0,1,1,1,1
xor_n5,neural,5,ls_insert,14,120,120,53,1.0,1.0,0.0,0.96041667,0.91666667,0.91666667,0.91666667,1.0,1.0,0,0,0,1,1
xor_n5,neural,5,ls_insert,15,120,120,19,1.0,1.0,0.0,0.98472222,0.91666667,1.0,1.0,1.0,1.0,0,1,1,1,1
xor_n5,neural,5,ls_insert,16,120,120,14,1.0,1.0,0.0,0.9875,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,17,120,120,3,1.0,1.0,0.0,0.99652778,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,18,120,120,10,1.0,1.0,0.0,0.99166667,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,19,120,120,48,1.0,1.0,0.0,0.96666667,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,ls_insert,20,120,120,11,1.0,1.0,0.0,0.99097222,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,21,120,120,14,1.0,1.0,0.0,0.9875,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,22,120,120,45,1.0,1.0,0.0,0.96875,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,ls_insert,23,120,120,4,1.0,1.0,0.0,0.99444444,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,24,120,120,11,1.0,1.0,0.0,0.99305556,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,25,120,120,21,1.0,1.0,0.0,0.97708333,0.91666667,1.0,1.0,1.0,1.0,0,1,1,1,1
xor_n5,neural,5,ls_insert,26,120,120,3,1.0,1.0,0.0,0.99861111,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,27,120,120,35,1.0,1.0,0.0,0.97638889,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,ls_insert,28,120,120,5,1.0,1.0,0.0,0.99305556,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,29,120,120,2,1.0,1.0,0.0,0.99930556,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,30,120,120,11,1.0,1.0,0.0,0.99097222,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,31,120,120,6,1.0,1.0,0.0,0.99652778,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,32,120,120,4,1.0,1.0,0.0,0.99444444,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,33,120,120,8,1.0,1.0,0.0,0.99513889,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,34,120,120,3,1.0,1.0,0.0,0.99722222,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,35,120,120,58,1.0,1.0,0.0,0.96041667,0.91666667,0.91666667,0.91666667,1.0,1.0,0,0,0,1,1
xor_n5,neural,5,ls_insert,36,120,120,36,1.0,1.0,0.0,0.97569444,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,ls_insert,37,120,119,15,1.0,1.0,0.0,0.98809524,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,38,120,120,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_insert,39,120,120,34,1.0,1.0,0.0,0.97430556,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,ls_inversion,0,120,120,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,1,120,120,29,1.0,1.0,0.0,0.97986111,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,ls_inversion,2,120,120,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,3,120,120,2,1.0,1.0,0.0,0.99861111,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,4,120,120,12,1.0,1.0,0.0,0.99236111,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,5,120,120,14,1.0,1.0,0.0,0.99097222,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,6,120,120,9,1.0,1.0,0.0,0.99444444,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,7,120,120,2,1.0,1.0,0.0,0.99791667,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,8,120,119,15,1.0,1.0,0.0,0.98879552,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,9,120,120,9,1.0,1.0,0.0,0.9875,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,10,120,120,10,1.0,1.0,0.0,0.99236111,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,11,120,120,3,1.0,1.0,0.0,0.99444444,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,12,120,120,17,1.0,1.0,0.0,0.98541667,0.91666667,1.0,1.0,1.0,1.0,0,1,1,1,1
xor_n5,neural,5,ls_inversion,13,120,120,3,1.0,1.0,0.0,0.99722222,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,14,120,120,3,1.0,1.0,0.0,0.99583333,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,15,120,120,7,1.0,1.0,0.0,0.99166667,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,16,120,120,11,1.0,1.0,0.0,0.98958333,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,17,120,120,45,1.0,1.0,0.0,0.96666667,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,ls_inversion,18,120,120,9,1.0,1.0,0.0,0.99305556,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,19,120,120,27,1.0,1.0,0.0,0.98125,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,ls_inversion,20,120,120,27,1.0,1.0,0.0,0.98055556,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,ls_inversion,21,120,120,11,1.0,1.0,0.0,0.98958333,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,22,120,120,14,1.0,1.0,0.0,0.99027778,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,23,120,120,13,1.0,1.0,0.0,0.98819444,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,24,120,120,8,1.0,1.0,0.0,0.99513889,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,25,120,120,47,1.0,1.0,0.0,0.96180556,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,ls_inversion,26,120,120,16,1.0,1.0,0.0,0.98958333,0.91666667,1.0,1.0,1.0,1.0,0,1,1,1,1
xor_n5,neural,5,ls_inversion,27,120,120,4,1.0,1.0,0.0,0.99791667,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,28,120,120,14,1.0,1.0,0.0,0.98541667,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,29,120,120,2,1.0,1.0,0.0,0.99930556,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,30,120,120,35,1.0,1.0,0.0,0.975,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,ls_inversion,31,120,120,6,1.0,1.0,0.0,0.99652778,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,32,120,120,13,1.0,1.0,0.0,0.98819444,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,33,120,120,27,1.0,1.0,0.0,0.98194444,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,ls_inversion,34,120,120,15,1.0,1.0,0.0,0.98888889,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,35,120,120,26,1.0,1.0,0.0,0.98263889,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,ls_inversion,36,120,120,7,1.0,1.0,0.0,0.99583333,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,37,120,120,23,1.0,1.0,0.0,0.98263889,0.91666667,1.0,1.0,1.0,1.0,0,1,1,1,1
xor_n5,neural,5,ls_inversion,38,120,120,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,ls_inversion,39,120,120,8,1.0,1.0,0.0,0.99236111,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,simulated_annealing,0,120,120,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,simulated_annealing,1,120,120,24,1.0,1.0,0.0,0.98194444,0.91666667,1.0,1.0,1.0,1.0,0,1,1,1,1
xor_n5,neural,5,simulated_annealing,2,120,120,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,simulated_annealing,3,120,120,14,1.0,1.0,0.0,0.98888889,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,simulated_annealing,4,120,120,31,1.0,1.0,0.0,0.97916667,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,simulated_annealing,5,120,120,41,1.0,1.0,0.0,0.97222222,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,simulated_annealing,6,120,120,50,1.0,1.0,0.0,0.96597222,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,simulated_annealing,7,120,120,3,1.0,1.0,0.0,0.99652778,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,simulated_annealing,8,120,120,5,1.0,1.0,0.0,0.99583333,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,simulated_annealing,9,120,120,20,1.0,1.0,0.0,0.98333333,0.91666667,1.0,1.0,1.0,1.0,0,1,1,1,1
xor_n5,neural,5,simulated_annealing,10,120,120,2,1.0,1.0,0.0,0.99791667,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,simulated_annealing,11,120,120,18,1.0,1.0,0.0,0.98194444,0.91666667,1.0,1.0,1.0,1.0,0,1,1,1,1
xor_n5,neural,5,simulated_annealing,12,120,120,33,1.0,1.0,0.0,0.97569444,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,simulated_annealing,13,120,120,7,1.0,1.0,0.0,0.99444444,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,simulated_annealing,14,120,120,33,1.0,1.0,0.0,0.97430556,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,simulated_annealing,15,120,120,27,1.0,1.0,0.0,0.97916667,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,simulated_annealing,16,120,120,8,1.0,1.0,0.0,0.99375,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,simulated_annealing,17,120,120,16,1.0,1.0,0.0,0.9875,0.91666667,1.0,1.0,1.0,1.0,0,1,1,1,1
xor_n5,neural,5,simulated_annealing,18,120,120,6,1.0,1.0,0.0,0.99583333,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,simulated_annealing,19,120,120,13,1.0,1.0,0.0,0.9875,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,simulated_annealing,20,120,120,39,1.0,1.0,0.0,0.97291667,0.91666667,0.91666667,1.0,1.0,1.0,0,0,1,1,1
xor_n5,neural,5,simulated_annealing,21,120,120,12,1.0,1.0,0.0,0.99166667,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,simulated_annealing,22,120,120,13,1.0,1.0,0.0,0.99097222,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,simulated_annealing,23,120,120,8,1.0,1.0,0.0,0.98958333,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,simulated_annealing,24,120,120,2,1.0,1.0,0.0,0.99930556,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
xor_n5,neural,5,simulated_annealing,25,120,120,22,1.0,1.0,0.0,0.97708333,0.91666667,1.0,1.0,1.0,1.0,0,1,1,1,1
