landscape,family,method,budget,seeds,success,success_low,success_high,mean_best,mean_auc,mean_evals_to_hit,n_hits
llm_gsm8k_n6,llm,ea_elitist,15,40,0.725,0.5716,0.8389,0.958594,0.965234,10.8,40
llm_gsm8k_n6,llm,ea_elitist,25,40,0.875,0.7389,0.9454,0.964844,0.965234,10.8,40
llm_gsm8k_n6,llm,ea_elitist,50,40,1.0,0.9124,1.0,0.96875,0.965234,10.8,40
llm_gsm8k_n6,llm,ea_elitist,100,40,1.0,0.9124,1.0,0.96875,0.965234,10.8,40
llm_gsm8k_n6,llm,ea_elitist,200,40,1.0,0.9124,1.0,0.96875,0.965234,10.8,40
llm_gsm8k_n6,llm,ea_portfolio,15,40,0.725,0.5716,0.8389,0.958594,0.965449,9.43,40
llm_gsm8k_n6,llm,ea_portfolio,25,40,0.975,0.8712,0.9956,0.967969,0.965449,9.43,40
llm_gsm8k_n6,llm,ea_portfolio,50,40,1.0,0.9124,1.0,0.96875,0.965449,9.43,40
llm_gsm8k_n6,llm,ea_portfolio,100,40,1.0,0.9124,1.0,0.96875,0.965449,9.43,40
llm_gsm8k_n6,llm,ea_portfolio,200,40,1.0,0.9124,1.0,0.96875,0.965449,9.43,40
llm_gsm8k_n6,llm,eda_precedence,15,40,0.85,0.7093,0.9294,0.963281,0.965594,8.57,40
llm_gsm8k_n6,llm,eda_precedence,25,40,0.975,0.8712,0.9956,0.967969,0.965594,8.57,40
llm_gsm8k_n6,llm,eda_precedence,50,40,1.0,0.9124,1.0,0.96875,0.965594,8.57,40
llm_gsm8k_n6,llm,eda_precedence,100,40,1.0,0.9124,1.0,0.96875,0.965594,8.57,40
llm_gsm8k_n6,llm,eda_precedence,200,40,1.0,0.9124,1.0,0.96875,0.965594,8.57,40
llm_gsm8k_n6,llm,iterated_local_search,15,40,0.5,0.352,0.648,0.930469,0.960711,17.7,40
llm_gsm8k_n6,llm,iterated_local_search,25,40,0.625,0.4703,0.7578,0.951562,0.960711,17.7,40
llm_gsm8k_n6,llm,iterated_local_search,50,40,0.95,0.835,0.9862,0.966406,0.960711,17.7,40
llm_gsm8k_n6,llm,iterated_local_search,100,40,1.0,0.9124,1.0,0.96875,0.960711,17.7,40
llm_gsm8k_n6,llm,iterated_local_search,200,40,1.0,0.9124,1.0,0.96875,0.960711,17.7,40
llm_gsm8k_n6,llm,ls_insert,15,40,0.5,0.352,0.648,0.930469,0.960809,17.27,40
llm_gsm8k_n6,llm,ls_insert,25,40,0.625,0.4703,0.7578,0.951562,0.960809,17.27,40
llm_gsm8k_n6,llm,ls_insert,50,40,1.0,0.9124,1.0,0.96875,0.960809,17.27,40
llm_gsm8k_n6,llm,ls_insert,100,40,1.0,0.9124,1.0,0.96875,0.960809,17.27,40
llm_gsm8k_n6,llm,ls_insert,200,40,1.0,0.9124,1.0,0.96875,0.960809,17.27,40
llm_gsm8k_n6,llm,ls_inversion,15,40,0.7,0.5457,0.8193,0.957031,0.964406,10.82,40
llm_gsm8k_n6,llm,ls_inversion,25,40,0.95,0.835,0.9862,0.967187,0.964406,10.82,40
llm_gsm8k_n6,llm,ls_inversion,50,40,1.0,0.9124,1.0,0.96875,0.964406,10.82,40
llm_gsm8k_n6,llm,ls_inversion,100,40,1.0,0.9124,1.0,0.96875,0.964406,10.82,40
llm_gsm8k_n6,llm,ls_inversion,200,40,1.0,0.9124,1.0,0.96875,0.964406,10.82,40
llm_gsm8k_n6,llm,ls_swap,15,40,0.7,0.5457,0.8193,0.953906,0.964301,10.2,40
llm_gsm8k_n6,llm,ls_swap,25,40,0.925,0.8014,0.9742,0.966406,0.964301,10.2,40
llm_gsm8k_n6,llm,ls_swap,50,40,1.0,0.9124,1.0,0.96875,0.964301,10.2,40
llm_gsm8k_n6,llm,ls_swap,100,40,1.0,0.9124,1.0,0.96875,0.964301,10.2,40
llm_gsm8k_n6,llm,ls_swap,200,40,1.0,0.9124,1.0,0.96875,0.964301,10.2,40
llm_gsm8k_n6,llm,prism_protocol,15,40,0.65,0.4951,0.7787,0.953906,0.963121,12.78,40
llm_gsm8k_n6,llm,prism_protocol,25,40,0.85,0.7093,0.9294,0.964063,0.963121,12.78,40
llm_gsm8k_n6,llm,prism_protocol,50,40,1.0,0.9124,1.0,0.96875,0.963121,12.78,40
llm_gsm8k_n6,llm,prism_protocol,100,40,1.0,0.9124,1.0,0.96875,0.963121,12.78,40
llm_gsm8k_n6,llm,prism_protocol,200,40,1.0,0.9124,1.0,0.96875,0.963121,12.78,40
llm_gsm8k_n6,llm,simulated_annealing,15,40,0.775,0.625,0.8768,0.957812,0.964023,11.35,40
llm_gsm8k_n6,llm,simulated_annealing,25,40,0.9,0.7695,0.9604,0.965625,0.964023,11.35,40
llm_gsm8k_n6,llm,simulated_annealing,50,40,0.95,0.835,0.9862,0.967187,0.964023,11.35,40
llm_gsm8k_n6,llm,simulated_annealing,100,40,1.0,0.9124,1.0,0.96875,0.964023,11.35,40
llm_gsm8k_n6,llm,simulated_annealing,200,40,1.0,0.9124,1.0,0.96875,0.964023,11.35,40
llm_gsm8k_n6,llm,surrogate_positional,15,40,0.8,0.6524,0.895,0.960938,0.965418,9.57,40
llm_gsm8k_n6,llm,surrogate_positional,25,40,0.9,0.7695,0.9604,0.965625,0.965418,9.57,40
llm_gsm8k_n6,llm,surrogate_positional,50,40,1.0,0.9124,1.0,0.96875,0.965418,9.57,40
llm_gsm8k_n6,llm,surrogate_positional,100,40,1.0,0.9124,1.0,0.96875,0.965418,9.57,40
llm_gsm8k_n6,llm,surrogate_positional,200,40,1.0,0.9124,1.0,0.96875,0.965418,9.57,40
llm_gsm8k_n6,llm,surrogate_precedence,15,40,0.825,0.6805,0.9125,0.963281,0.965605,8.47,40
llm_gsm8k_n6,llm,surrogate_precedence,25,40,0.975,0.8712,0.9956,0.967969,0.965605,8.47,40
llm_gsm8k_n6,llm,surrogate_precedence,50,40,1.0,0.9124,1.0,0.96875,0.965605,8.47,40
llm_gsm8k_n6,llm,surrogate_precedence,100,40,1.0,0.9124,1.0,0.96875,0.965605,8.47,40
llm_gsm8k_n6,llm,surrogate_precedence,200,40,1.0,0.9124,1.0,0.96875,0.965605,8.47,40
llm_gsm8k_n6,llm,uniform,15,40,0.8,0.6524,0.895,0.9625,0.964746,10.85,40
llm_gsm8k_n6,llm,uniform,25,40,0.9,0.7695,0.9604,0.965625,0.964746,10.85,40
llm_gsm8k_n6,llm,uniform,50,40,1.0,0.9124,1.0,0.96875,0.964746,10.85,40
llm_gsm8k_n6,llm,uniform,100,40,1.0,0.9124,1.0,0.96875,0.964746,10.85,40
llm_gsm8k_n6,llm,uniform,200,40,1.0,0.9124,1.0,0.96875,0.964746,10.85,40
parity_n5,neural,ea_aging,15,40,0.2,0.105,0.3476,0.88125,0.926858,43.88,40
parity_n5,neural,ea_aging,25,40,0.3,0.1807,0.4543,0.903125,0.926858,43.88,40
parity_n5,neural,ea_aging,50,40,0.625,0.4703,0.7578,0.936458,0.926858,43.88,40
parity_n5,neural,ea_aging,100,40,0.95,0.835,0.9862,0.95625,0.926858,43.88,40
parity_n5,neural,ea_aging,200,40,1.0,0.9124,1.0,0.958333,0.926858,43.88,40
parity_n5,neural,ea_elitist,15,40,0.2,0.105,0.3476,0.88125,0.925727,47.92,40
parity_n5,neural,ea_elitist,25,40,0.35,0.2213,0.5049,0.908333,0.925727,47.92,40
parity_n5,neural,ea_elitist,50,40,0.5,0.352,0.648,0.932292,0.925727,47.92,40
parity_n5,neural,ea_elitist,100,40,0.975,0.8712,0.9956,0.957292,0.925727,47.92,40
parity_n5,neural,ea_elitist,200,40,1.0,0.9124,1.0,0.958333,0.925727,47.92,40
parity_n5,neural,ea_portfolio,15,40,0.2,0.105,0.3476,0.88125,0.927112,43.73,40
parity_n5,neural,ea_portfolio,25,40,0.35,0.2213,0.5049,0.907292,0.927112,43.73,40
parity_n5,neural,ea_portfolio,50,40,0.575,0.4219,0.7149,0.932292,0.927112,43.73,40
parity_n5,neural,ea_portfolio,100,40,0.975,0.8712,0.9956,0.957292,0.927112,43.73,40
parity_n5,neural,ea_portfolio,200,40,1.0,0.9124,1.0,0.958333,0.927112,43.73,40
parity_n5,neural,eda_precedence,15,40,0.225,0.1232,0.375,0.876042,0.924647,44.05,40
parity_n5,neural,eda_precedence,25,40,0.275,0.1611,0.4284,0.894792,0.924647,44.05,40
parity_n5,neural,eda_precedence,50,40,0.65,0.4951,0.7787,0.933333,0.924647,44.05,40
parity_n5,neural,eda_precedence,100,40,0.975,0.8712,0.9956,0.957292,0.924647,44.05,40
parity_n5,neural,eda_precedence,200,40,1.0,0.9124,1.0,0.958333,0.924647,44.05,40
parity_n5,neural,iterated_local_search,15,40,0.3,0.1807,0.4543,0.884375,0.925564,44.2,40
parity_n5,neural,iterated_local_search,25,40,0.425,0.2851,0.5781,0.915625,0.925564,44.2,40
parity_n5,neural,iterated_local_search,50,40,0.575,0.4219,0.7149,0.933333,0.925564,44.2,40
parity_n5,neural,iterated_local_search,100,40,0.975,0.8712,0.9956,0.957292,0.925564,44.2,40
parity_n5,neural,iterated_local_search,200,40,1.0,0.9124,1.0,0.958333,0.925564,44.2,40
parity_n5,neural,ls_insert,15,40,0.3,0.1807,0.4543,0.884375,0.924789,47.65,40
parity_n5,neural,ls_insert,25,40,0.4,0.2635,0.554,0.9125,0.924789,47.65,40
parity_n5,neural,ls_insert,50,40,0.525,0.375,0.6706,0.933333,0.924789,47.65,40
parity_n5,neural,ls_insert,100,40,0.95,0.835,0.9862,0.95625,0.924789,47.65,40
parity_n5,neural,ls_insert,200,40,1.0,0.9124,1.0,0.958333,0.924789,47.65,40
parity_n5,neural,ls_inversion,15,40,0.275,0.1611,0.4284,0.8875,0.928737,34.42,40
parity_n5,neural,ls_inversion,25,40,0.45,0.3071,0.6017,0.907292,0.928737,34.42,40
parity_n5,neural,ls_inversion,50,40,0.7,0.5457,0.8193,0.935417,0.928737,34.42,40
parity_n5,neural,ls_inversion,100,40,1.0,0.9124,1.0,0.958333,0.928737,34.42,40
parity_n5,neural,ls_inversion,200,40,1.0,0.9124,1.0,0.958333,0.928737,34.42,40
parity_n5,neural,ls_swap,15,40,0.25,0.1419,0.4019,0.8875,0.925072,49.35,40
parity_n5,neural,ls_swap,25,40,0.275,0.1611,0.4284,0.902083,0.925072,49.35,40
parity_n5,neural,ls_swap,50,40,0.475,0.3294,0.625,0.928125,0.925072,49.35,40
parity_n5,neural,ls_swap,100,40,0.9,0.7695,0.9604,0.954167,0.925072,49.35,40
parity_n5,neural,ls_swap,200,40,1.0,0.9124,1.0,0.958333,0.925072,49.35,40
parity_n5,neural,prism_protocol,15,40,0.3,0.1807,0.4543,0.890625,0.930848,37.0,40
parity_n5,neural,prism_protocol,25,40,0.5,0.352,0.648,0.91875,0.930848,37.0,40
parity_n5,neural,prism_protocol,50,40,0.675,0.5202,0.7992,0.9375,0.930848,37.0,40
parity_n5,neural,prism_protocol,100,40,0.975,0.8712,0.9956,0.957292,0.930848,37.0,40
parity_n5,neural,prism_protocol,200,40,1.0,0.9124,1.0,0.958333,0.930848,37.0,40
parity_n5,neural,simulated_annealing,15,40,0.25,0.1419,0.4019,0.883333,0.92499,43.52,40
parity_n5,neural,simulated_annealing,25,40,0.375,0.2422,0.5297,0.9,0.92499,43.52,40
parity_n5,neural,simulated_annealing,50,40,0.625,0.4703,0.7578,0.936458,0.92499,43.52,40
parity_n5,neural,simulated_annealing,100,40,0.95,0.835,0.9862,0.955208,0.92499,43.52,40
parity_n5,neural,simulated_annealing,200,40,1.0,0.9124,1.0,0.958333,0.92499,43.52,40
parity_n5,neural,surrogate_positional,15,40,0.275,0.1611,0.4284,0.889583,0.934309,31.93,40
parity_n5,neural,surrogate_positional,25,40,0.475,0.3294,0.625,0.91875,0.934309,31.93,40
parity_n5,neural,surrogate_positional,50,40,0.8,0.6524,0.895,0.95,0.934309,31.93,40
parity_n5,neural,surrogate_positional,100,40,1.0,0.9124,1.0,0.958333,0.934309,31.93,40
parity_n5,neural,surrogate_positional,200,40,1.0,0.9124,1.0,0.958333,0.934309,31.93,40
parity_n5,neural,surrogate_precedence,15,40,0.225,0.1232,0.375,0.878125,0.923038,48.95,40
parity_n5,neural,surrogate_precedence,25,40,0.25,0.1419,0.4019,0.896875,0.923038,48.95,40
parity_n5,neural,surrogate_precedence,50,40,0.425,0.2851,0.5781,0.921875,0.923038,48.95,40
parity_n5,neural,surrogate_precedence,100,40,1.0,0.9124,1.0,0.958333,0.923038,48.95,40
parity_n5,neural,surrogate_precedence,200,40,1.0,0.9124,1.0,0.958333,0.923038,48.95,40
parity_n5,neural,uniform,15,40,0.175,0.0875,0.3195,0.883333,0.926406,45.45,40
parity_n5,neural,uniform,25,40,0.325,0.2008,0.4798,0.908333,0.926406,45.45,40
parity_n5,neural,uniform,50,40,0.475,0.3294,0.625,0.925,0.926406,45.45,40
parity_n5,neural,uniform,100,40,1.0,0.9124,1.0,0.958333,0.926406,45.45,40
parity_n5,neural,uniform,200,40,1.0,0.9124,1.0,0.958333,0.926406,45.45,40
parity_n7,neural,ea_aging,15,40,0.0,0.0,0.0876,0.873958,0.939875,89.14,14
parity_n7,neural,ea_aging,25,40,0.025,0.0044,0.1288,0.896875,0.939875,89.14,14
parity_n7,neural,ea_aging,50,40,0.1,0.0396,0.2305,0.934375,0.939875,89.14,14
parity_n7,neural,ea_aging,100,40,0.225,0.1232,0.375,0.954167,0.939875,89.14,14
parity_n7,neural,ea_aging,200,40,0.35,0.2213,0.5049,0.972917,0.939875,89.14,14
parity_n7,neural,ea_elitist,15,40,0.0,0.0,0.0876,0.873958,0.943672,96.21,19
parity_n7,neural,ea_elitist,25,40,0.05,0.0138,0.165,0.909375,0.943672,96.21,19
parity_n7,neural,ea_elitist,50,40,0.125,0.0546,0.2611,0.933333,0.943672,96.21,19
parity_n7,neural,ea_elitist,100,40,0.325,0.2008,0.4798,0.9625,0.943672,96.21,19
parity_n7,neural,ea_elitist,200,40,0.475,0.3294,0.625,0.977083,0.943672,96.21,19
parity_n7,neural,ea_portfolio,15,40,0.0,0.0,0.0876,0.873958,0.943349,86.44,18
parity_n7,neural,ea_portfolio,25,40,0.05,0.0138,0.165,0.902083,0.943349,86.44,18
parity_n7,neural,ea_portfolio,50,40,0.175,0.0875,0.3195,0.9375,0.943349,86.44,18
parity_n7,neural,ea_portfolio,100,40,0.275,0.1611,0.4284,0.960417,0.943349,86.44,18
parity_n7,neural,ea_portfolio,200,40,0.45,0.3071,0.6017,0.975,0.943349,86.44,18
parity_n7,neural,eda_precedence,15,40,0.025,0.0044,0.1288,0.878125,0.944083,91.0,18
parity_n7,neural,eda_precedence,25,40,0.025,0.0044,0.1288,0.902083,0.944083,91.0,18
parity_n7,neural,eda_precedence,50,40,0.15,0.0706,0.2907,0.940625,0.944083,91.0,18
parity_n7,neural,eda_precedence,100,40,0.25,0.1419,0.4019,0.958333,0.944083,91.0,18
parity_n7,neural,eda_precedence,200,40,0.45,0.3071,0.6017,0.975,0.944083,91.0,18
parity_n7,neural,iterated_local_search,15,40,0.125,0.0546,0.2611,0.902083,0.953661,78.8,20
parity_n7,neural,iterated_local_search,25,40,0.15,0.0706,0.2907,0.91875,0.953661,78.8,20
parity_n7,neural,iterated_local_search,50,40,0.225,0.1232,0.375,0.954167,0.953661,78.8,20
parity_n7,neural,iterated_local_search,100,40,0.275,0.1611,0.4284,0.965625,0.953661,78.8,20
parity_n7,neural,iterated_local_search,200,40,0.5,0.352,0.648,0.978125,0.953661,78.8,20
parity_n7,neural,ls_insert,15,40,0.125,0.0546,0.2611,0.902083,0.952266,60.25,16
parity_n7,neural,ls_insert,25,40,0.15,0.0706,0.2907,0.91875,0.952266,60.25,16
parity_n7,neural,ls_insert,50,40,0.225,0.1232,0.375,0.954167,0.952266,60.25,16
parity_n7,neural,ls_insert,100,40,0.3,0.1807,0.4543,0.966667,0.952266,60.25,16
parity_n7,neural,ls_insert,200,40,0.4,0.2635,0.554,0.973958,0.952266,60.25,16
parity_n7,neural,ls_inversion,15,40,0.1,0.0396,0.2305,0.9,0.947979,89.17,18
parity_n7,neural,ls_inversion,25,40,0.1,0.0396,0.2305,0.919792,0.947979,89.17,18
parity_n7,neural,ls_inversion,50,40,0.175,0.0875,0.3195,0.944792,0.947979,89.17,18
parity_n7,neural,ls_inversion,100,40,0.25,0.1419,0.4019,0.961458,0.947979,89.17,18
parity_n7,neural,ls_inversion,200,40,0.45,0.3071,0.6017,0.976042,0.947979,89.17,18
parity_n7,neural,ls_swap,15,40,0.125,0.0546,0.2611,0.897917,0.951922,77.68,19
parity_n7,neural,ls_swap,25,40,0.125,0.0546,0.2611,0.921875,0.951922,77.68,19
parity_n7,neural,ls_swap,50,40,0.175,0.0875,0.3195,0.945833,0.951922,77.68,19
parity_n7,neural,ls_swap,100,40,0.325,0.2008,0.4798,0.966667,0.951922,77.68,19
parity_n7,neural,ls_swap,200,40,0.475,0.3294,0.625,0.978125,0.951922,77.68,19
parity_n7,neural,prism_protocol,15,40,0.05,0.0138,0.165,0.885417,0.948073,90.6,20
parity_n7,neural,prism_protocol,25,40,0.125,0.0546,0.2611,0.922917,0.948073,90.6,20
parity_n7,neural,prism_protocol,50,40,0.175,0.0875,0.3195,0.938542,0.948073,90.6,20
parity_n7,neural,prism_protocol,100,40,0.325,0.2008,0.4798,0.963542,0.948073,90.6,20
parity_n7,neural,prism_protocol,200,40,0.5,0.352,0.648,0.978125,0.948073,90.6,20
parity_n7,neural,simulated_annealing,15,40,0.05,0.0138,0.165,0.896875,0.94801,89.75,20
parity_n7,neural,simulated_annealing,25,40,0.1,0.0396,0.2305,0.923958,0.94801,89.75,20
parity_n7,neural,simulated_annealing,50,40,0.175,0.0875,0.3195,0.944792,0.94801,89.75,20
parity_n7,neural,simulated_annealing,100,40,0.275,0.1611,0.4284,0.960417,0.94801,89.75,20
parity_n7,neural,simulated_annealing,200,40,0.5,0.352,0.648,0.976042,0.94801,89.75,20
parity_n7,neural,surrogate_positional,15,40,0.025,0.0044,0.1288,0.878125,0.941906,108.87,15
parity_n7,neural,surrogate_positional,25,40,0.05,0.0138,0.165,0.905208,0.941906,108.87,15
parity_n7,neural,surrogate_positional,50,40,0.075,0.0258,0.1986,0.940625,0.941906,108.87,15
parity_n7,neural,surrogate_positional,100,40,0.15,0.0706,0.2907,0.957292,0.941906,108.87,15
parity_n7,neural,surrogate_positional,200,40,0.375,0.2422,0.5297,0.971875,0.941906,108.87,15
parity_n7,neural,surrogate_precedence,15,40,0.05,0.0138,0.165,0.884375,0.944057,97.24,17
parity_n7,neural,surrogate_precedence,25,40,0.05,0.0138,0.165,0.909375,0.944057,97.24,17
parity_n7,neural,surrogate_precedence,50,40,0.175,0.0875,0.3195,0.944792,0.944057,97.24,17
parity_n7,neural,surrogate_precedence,100,40,0.175,0.0875,0.3195,0.95625,0.944057,97.24,17
parity_n7,neural,surrogate_precedence,200,40,0.425,0.2851,0.5781,0.972917,0.944057,97.24,17
parity_n7,neural,uniform,15,40,0.0,0.0,0.0876,0.885417,0.943609,124.38,16
parity_n7,neural,uniform,25,40,0.0,0.0,0.0876,0.908333,0.943609,124.38,16
parity_n7,neural,uniform,50,40,0.025,0.0044,0.1288,0.933333,0.943609,124.38,16
parity_n7,neural,uniform,100,40,0.1,0.0396,0.2305,0.953125,0.943609,124.38,16
parity_n7,neural,uniform,200,40,0.4,0.2635,0.554,0.975,0.943609,124.38,16
sciml_cubic_oscillator,sciml,ea_aging,15,40,0.15,0.0706,0.2907,0.99827,0.998816,68.65,37
sciml_cubic_oscillator,sciml,ea_aging,25,40,0.2,0.105,0.3476,0.998775,0.998816,68.65,37
sciml_cubic_oscillator,sciml,ea_aging,50,40,0.375,0.2422,0.5297,0.998987,0.998816,68.65,37
sciml_cubic_oscillator,sciml,ea_aging,100,40,0.65,0.4951,0.7787,0.999273,0.998816,68.65,37
sciml_cubic_oscillator,sciml,ea_aging,200,40,0.925,0.8014,0.9742,0.999442,0.998816,68.65,37
sciml_cubic_oscillator,sciml,ea_elitist,15,40,0.15,0.0706,0.2907,0.99827,0.998873,58.85,40
sciml_cubic_oscillator,sciml,ea_elitist,25,40,0.25,0.1419,0.4019,0.998715,0.998873,58.85,40
sciml_cubic_oscillator,sciml,ea_elitist,50,40,0.55,0.3983,0.6929,0.999091,0.998873,58.85,40
sciml_cubic_oscillator,sciml,ea_elitist,100,40,0.825,0.6805,0.9125,0.999375,0.998873,58.85,40
sciml_cubic_oscillator,sciml,ea_elitist,200,40,1.0,0.9124,1.0,0.999478,0.998873,58.85,40
sciml_cubic_oscillator,sciml,ea_portfolio,15,40,0.15,0.0706,0.2907,0.99827,0.998866,49.16,38
sciml_cubic_oscillator,sciml,ea_portfolio,25,40,0.225,0.1232,0.375,0.998753,0.998866,49.16,38
sciml_cubic_oscillator,sciml,ea_portfolio,50,40,0.45,0.3071,0.6017,0.99906,0.998866,49.16,38
sciml_cubic_oscillator,sciml,ea_portfolio,100,40,0.95,0.835,0.9862,0.999418,0.998866,49.16,38
sciml_cubic_oscillator,sciml,ea_portfolio,200,40,0.95,0.835,0.9862,0.999436,0.998866,49.16,38
sciml_cubic_oscillator,sciml,eda_precedence,15,40,0.075,0.0258,0.1986,0.998231,0.998648,78.93,29
sciml_cubic_oscillator,sciml,eda_precedence,25,40,0.1,0.0396,0.2305,0.998474,0.998648,78.93,29
sciml_cubic_oscillator,sciml,eda_precedence,50,40,0.2,0.105,0.3476,0.998678,0.998648,78.93,29
sciml_cubic_oscillator,sciml,eda_precedence,100,40,0.475,0.3294,0.625,0.999114,0.998648,78.93,29
sciml_cubic_oscillator,sciml,eda_precedence,200,40,0.725,0.5716,0.8389,0.999343,0.998648,78.93,29
sciml_cubic_oscillator,sciml,iterated_local_search,15,40,0.075,0.0258,0.1986,0.996461,0.997916,72.95,38
sciml_cubic_oscillator,sciml,iterated_local_search,25,40,0.125,0.0546,0.2611,0.997765,0.997916,72.95,38
sciml_cubic_oscillator,sciml,iterated_local_search,50,40,0.4,0.2635,0.554,0.99877,0.997916,72.95,38
sciml_cubic_oscillator,sciml,iterated_local_search,100,40,0.675,0.5202,0.7992,0.999143,0.997916,72.95,38
sciml_cubic_oscillator,sciml,iterated_local_search,200,40,0.95,0.835,0.9862,0.999436,0.997916,72.95,38
sciml_cubic_oscillator,sciml,ls_insert,15,40,0.075,0.0258,0.1986,0.996461,0.997945,74.78,40
sciml_cubic_oscillator,sciml,ls_insert,25,40,0.125,0.0546,0.2611,0.997765,0.997945,74.78,40
sciml_cubic_oscillator,sciml,ls_insert,50,40,0.4,0.2635,0.554,0.998788,0.997945,74.78,40
sciml_cubic_oscillator,sciml,ls_insert,100,40,0.725,0.5716,0.8389,0.999169,0.997945,74.78,40
sciml_cubic_oscillator,sciml,ls_insert,200,40,1.0,0.9124,1.0,0.999478,0.997945,74.78,40
sciml_cubic_oscillator,sciml,ls_inversion,15,40,0.025,0.0044,0.1288,0.996652,0.99832,88.94,32
sciml_cubic_oscillator,sciml,ls_inversion,25,40,0.05,0.0138,0.165,0.997775,0.99832,88.94,32
sciml_cubic_oscillator,sciml,ls_inversion,50,40,0.2,0.105,0.3476,0.998723,0.99832,88.94,32
sciml_cubic_oscillator,sciml,ls_inversion,100,40,0.5,0.352,0.648,0.999164,0.99832,88.94,32
sciml_cubic_oscillator,sciml,ls_inversion,200,40,0.8,0.6524,0.895,0.999381,0.99832,88.94,32
sciml_cubic_oscillator,sciml,ls_swap,15,40,0.0,0.0,0.0876,0.998067,0.998603,81.11,38
sciml_cubic_oscillator,sciml,ls_swap,25,40,0.075,0.0258,0.1986,0.998409,0.998603,81.11,38
sciml_cubic_oscillator,sciml,ls_swap,50,40,0.325,0.2008,0.4798,0.998927,0.998603,81.11,38
sciml_cubic_oscillator,sciml,ls_swap,100,40,0.65,0.4951,0.7787,0.999291,0.998603,81.11,38
sciml_cubic_oscillator,sciml,ls_swap,200,40,0.95,0.835,0.9862,0.999454,0.998603,81.11,38
sciml_cubic_oscillator,sciml,prism_protocol,15,40,0.125,0.0546,0.2611,0.997883,0.998225,88.03,31
sciml_cubic_oscillator,sciml,prism_protocol,25,40,0.175,0.0875,0.3195,0.998496,0.998225,88.03,31
sciml_cubic_oscillator,sciml,prism_protocol,50,40,0.25,0.1419,0.4019,0.998846,0.998225,88.03,31
sciml_cubic_oscillator,sciml,prism_protocol,100,40,0.425,0.2851,0.5781,0.999135,0.998225,88.03,31
sciml_cubic_oscillator,sciml,prism_protocol,200,40,0.775,0.625,0.8768,0.999369,0.998225,88.03,31
sciml_cubic_oscillator,sciml,simulated_annealing,15,40,0.025,0.0044,0.1288,0.997819,0.998325,119.58,26
sciml_cubic_oscillator,sciml,simulated_annealing,25,40,0.025,0.0044,0.1288,0.998162,0.998325,119.58,26
sciml_cubic_oscillator,sciml,simulated_annealing,50,40,0.075,0.0258,0.1986,0.998645,0.998325,119.58,26
sciml_cubic_oscillator,sciml,simulated_annealing,100,40,0.2,0.105,0.3476,0.998876,0.998325,119.58,26
sciml_cubic_oscillator,sciml,simulated_annealing,200,40,0.65,0.4951,0.7787,0.999274,0.998325,119.58,26
sciml_cubic_oscillator,sciml,surrogate_positional,15,40,0.1,0.0396,0.2305,0.99808,0.9985,52.67,24
sciml_cubic_oscillator,sciml,surrogate_positional,25,40,0.175,0.0875,0.3195,0.998312,0.9985,52.67,24
sciml_cubic_oscillator,sciml,surrogate_positional,50,40,0.35,0.2213,0.5049,0.998684,0.9985,52.67,24
sciml_cubic_oscillator,sciml,surrogate_positional,100,40,0.525,0.375,0.6706,0.998969,0.9985,52.67,24
sciml_cubic_oscillator,sciml,surrogate_positional,200,40,0.6,0.446,0.7365,0.999132,0.9985,52.67,24
sciml_cubic_oscillator,sciml,surrogate_precedence,15,40,0.075,0.0258,0.1986,0.998048,0.998184,68.47,15
sciml_cubic_oscillator,sciml,surrogate_precedence,25,40,0.1,0.0396,0.2305,0.998218,0.998184,68.47,15
sciml_cubic_oscillator,sciml,surrogate_precedence,50,40,0.15,0.0706,0.2907,0.998367,0.998184,68.47,15
sciml_cubic_oscillator,sciml,surrogate_precedence,100,40,0.25,0.1419,0.4019,0.998557,0.998184,68.47,15
sciml_cubic_oscillator,sciml,surrogate_precedence,200,40,0.375,0.2422,0.5297,0.998812,0.998184,68.47,15
sciml_cubic_oscillator,sciml,uniform,15,40,0.025,0.0044,0.1288,0.998148,0.998541,112.23,31
sciml_cubic_oscillator,sciml,uniform,25,40,0.025,0.0044,0.1288,0.998541,0.998541,112.23,31
sciml_cubic_oscillator,sciml,uniform,50,40,0.125,0.0546,0.2611,0.998836,0.998541,112.23,31
sciml_cubic_oscillator,sciml,uniform,100,40,0.275,0.1611,0.4284,0.99909,0.998541,112.23,31
sciml_cubic_oscillator,sciml,uniform,200,40,0.775,0.625,0.8768,0.999369,0.998541,112.23,31
sciml_damped_oscillator,sciml,ea_aging,15,40,0.0,0.0,0.0876,0.998273,0.997749,107.12,24
sciml_damped_oscillator,sciml,ea_aging,25,40,0.05,0.0138,0.165,0.998405,0.997749,107.12,24
sciml_damped_oscillator,sciml,ea_aging,50,40,0.075,0.0258,0.1986,0.998565,0.997749,107.12,24
sciml_damped_oscillator,sciml,ea_aging,100,40,0.225,0.1232,0.375,0.998692,0.997749,107.12,24
sciml_damped_oscillator,sciml,ea_aging,200,40,0.6,0.446,0.7365,0.998754,0.997749,107.12,24
sciml_damped_oscillator,sciml,ea_elitist,15,40,0.0,0.0,0.0876,0.998273,0.997784,90.78,40
sciml_damped_oscillator,sciml,ea_elitist,25,40,0.025,0.0044,0.1288,0.998383,0.997784,90.78,40
sciml_damped_oscillator,sciml,ea_elitist,50,40,0.1,0.0396,0.2305,0.998579,0.997784,90.78,40
