landscape,family,method,budget,seeds,success,success_low,success_high,mean_best,mean_auc,mean_evals_to_hit,n_hits
sciml_damped_oscillator,sciml,ea_elitist,100,40,0.6,0.446,0.7365,0.998729,0.997784,90.78,40
sciml_damped_oscillator,sciml,ea_elitist,200,40,1.0,0.9124,1.0,0.998809,0.997784,90.78,40
sciml_damped_oscillator,sciml,ea_portfolio,15,40,0.0,0.0,0.0876,0.998273,0.99778,95.72,40
sciml_damped_oscillator,sciml,ea_portfolio,25,40,0.025,0.0044,0.1288,0.998386,0.99778,95.72,40
sciml_damped_oscillator,sciml,ea_portfolio,50,40,0.1,0.0396,0.2305,0.998543,0.99778,95.72,40
sciml_damped_oscillator,sciml,ea_portfolio,100,40,0.5,0.352,0.648,0.998724,0.99778,95.72,40
sciml_damped_oscillator,sciml,ea_portfolio,200,40,1.0,0.9124,1.0,0.998809,0.99778,95.72,40
sciml_damped_oscillator,sciml,eda_precedence,15,40,0.0,0.0,0.0876,0.99825,0.997646,102.22,9
sciml_damped_oscillator,sciml,eda_precedence,25,40,0.025,0.0044,0.1288,0.99836,0.997646,102.22,9
sciml_damped_oscillator,sciml,eda_precedence,50,40,0.05,0.0138,0.165,0.998456,0.997646,102.22,9
sciml_damped_oscillator,sciml,eda_precedence,100,40,0.1,0.0396,0.2305,0.998567,0.997646,102.22,9
sciml_damped_oscillator,sciml,eda_precedence,200,40,0.225,0.1232,0.375,0.998678,0.997646,102.22,9
sciml_damped_oscillator,sciml,iterated_local_search,15,40,0.0,0.0,0.0876,0.996744,0.995738,93.12,34
sciml_damped_oscillator,sciml,iterated_local_search,25,40,0.025,0.0044,0.1288,0.998044,0.995738,93.12,34
sciml_damped_oscillator,sciml,iterated_local_search,50,40,0.2,0.105,0.3476,0.998427,0.995738,93.12,34
sciml_damped_oscillator,sciml,iterated_local_search,100,40,0.45,0.3071,0.6017,0.998606,0.995738,93.12,34
sciml_damped_oscillator,sciml,iterated_local_search,200,40,0.85,0.7093,0.9294,0.998746,0.995738,93.12,34
sciml_damped_oscillator,sciml,ls_insert,15,40,0.0,0.0,0.0876,0.996744,0.995721,105.6,35
sciml_damped_oscillator,sciml,ls_insert,25,40,0.025,0.0044,0.1288,0.998044,0.995721,105.6,35
sciml_damped_oscillator,sciml,ls_insert,50,40,0.2,0.105,0.3476,0.998421,0.995721,105.6,35
sciml_damped_oscillator,sciml,ls_insert,100,40,0.375,0.2422,0.5297,0.998559,0.995721,105.6,35
sciml_damped_oscillator,sciml,ls_insert,200,40,0.875,0.7389,0.9454,0.998765,0.995721,105.6,35
sciml_damped_oscillator,sciml,ls_inversion,15,40,0.025,0.0044,0.1288,0.997455,0.997246,76.53,40
sciml_damped_oscillator,sciml,ls_inversion,25,40,0.05,0.0138,0.165,0.998233,0.997246,76.53,40
sciml_damped_oscillator,sciml,ls_inversion,50,40,0.225,0.1232,0.375,0.998616,0.997246,76.53,40
sciml_damped_oscillator,sciml,ls_inversion,100,40,0.85,0.7093,0.9294,0.998782,0.997246,76.53,40
sciml_damped_oscillator,sciml,ls_inversion,200,40,1.0,0.9124,1.0,0.998809,0.997246,76.53,40
sciml_damped_oscillator,sciml,ls_swap,15,40,0.0,0.0,0.0876,0.99821,0.997441,72.1,39
sciml_damped_oscillator,sciml,ls_swap,25,40,0.025,0.0044,0.1288,0.99831,0.997441,72.1,39
sciml_damped_oscillator,sciml,ls_swap,50,40,0.175,0.0875,0.3195,0.998662,0.997441,72.1,39
sciml_damped_oscillator,sciml,ls_swap,100,40,0.75,0.5981,0.8581,0.998766,0.997441,72.1,39
sciml_damped_oscillator,sciml,ls_swap,200,40,0.975,0.8712,0.9956,0.998808,0.997441,72.1,39
sciml_damped_oscillator,sciml,prism_protocol,15,40,0.0,0.0,0.0876,0.998252,0.996489,123.43,21
sciml_damped_oscillator,sciml,prism_protocol,25,40,0.025,0.0044,0.1288,0.998395,0.996489,123.43,21
sciml_damped_oscillator,sciml,prism_protocol,50,40,0.025,0.0044,0.1288,0.998512,0.996489,123.43,21
sciml_damped_oscillator,sciml,prism_protocol,100,40,0.125,0.0546,0.2611,0.998652,0.996489,123.43,21
sciml_damped_oscillator,sciml,prism_protocol,200,40,0.525,0.375,0.6706,0.998724,0.996489,123.43,21
sciml_damped_oscillator,sciml,simulated_annealing,15,40,0.025,0.0044,0.1288,0.997989,0.997304,107.23,13
sciml_damped_oscillator,sciml,simulated_annealing,25,40,0.025,0.0044,0.1288,0.998229,0.997304,107.23,13
sciml_damped_oscillator,sciml,simulated_annealing,50,40,0.075,0.0258,0.1986,0.998496,0.997304,107.23,13
sciml_damped_oscillator,sciml,simulated_annealing,100,40,0.1,0.0396,0.2305,0.998597,0.997304,107.23,13
sciml_damped_oscillator,sciml,simulated_annealing,200,40,0.325,0.2008,0.4798,0.998718,0.997304,107.23,13
sciml_damped_oscillator,sciml,surrogate_positional,15,40,0.0,0.0,0.0876,0.998119,0.997656,94.94,17
sciml_damped_oscillator,sciml,surrogate_positional,25,40,0.025,0.0044,0.1288,0.998374,0.997656,94.94,17
sciml_damped_oscillator,sciml,surrogate_positional,50,40,0.05,0.0138,0.165,0.998478,0.997656,94.94,17
sciml_damped_oscillator,sciml,surrogate_positional,100,40,0.275,0.1611,0.4284,0.99858,0.997656,94.94,17
sciml_damped_oscillator,sciml,surrogate_positional,200,40,0.425,0.2851,0.5781,0.998674,0.997656,94.94,17
sciml_damped_oscillator,sciml,surrogate_precedence,15,40,0.025,0.0044,0.1288,0.998252,0.997663,71.18,28
sciml_damped_oscillator,sciml,surrogate_precedence,25,40,0.15,0.0706,0.2907,0.998393,0.997663,71.18,28
sciml_damped_oscillator,sciml,surrogate_precedence,50,40,0.4,0.2635,0.554,0.998509,0.997663,71.18,28
sciml_damped_oscillator,sciml,surrogate_precedence,100,40,0.5,0.352,0.648,0.998564,0.997663,71.18,28
sciml_damped_oscillator,sciml,surrogate_precedence,200,40,0.7,0.5457,0.8193,0.998687,0.997663,71.18,28
sciml_damped_oscillator,sciml,uniform,15,40,0.0,0.0,0.0876,0.998286,0.997471,123.17,6
sciml_damped_oscillator,sciml,uniform,25,40,0.025,0.0044,0.1288,0.998389,0.997471,123.17,6
sciml_damped_oscillator,sciml,uniform,50,40,0.025,0.0044,0.1288,0.998525,0.997471,123.17,6
sciml_damped_oscillator,sciml,uniform,100,40,0.025,0.0044,0.1288,0.998633,0.997471,123.17,6
sciml_damped_oscillator,sciml,uniform,200,40,0.15,0.0706,0.2907,0.998697,0.997471,123.17,6
sciml_lorenz63,sciml,ea_aging,15,40,0.075,0.0258,0.1986,0.989367,0.991825,66.72,36
sciml_lorenz63,sciml,ea_aging,25,40,0.15,0.0706,0.2907,0.990944,0.991825,66.72,36
sciml_lorenz63,sciml,ea_aging,50,40,0.375,0.2422,0.5297,0.992242,0.991825,66.72,36
sciml_lorenz63,sciml,ea_aging,100,40,0.675,0.5202,0.7992,0.992777,0.991825,66.72,36
sciml_lorenz63,sciml,ea_aging,200,40,0.9,0.7695,0.9604,0.992992,0.991825,66.72,36
sciml_lorenz63,sciml,ea_elitist,15,40,0.075,0.0258,0.1986,0.989367,0.991905,63.34,38
sciml_lorenz63,sciml,ea_elitist,25,40,0.15,0.0706,0.2907,0.991256,0.991905,63.34,38
sciml_lorenz63,sciml,ea_elitist,50,40,0.475,0.3294,0.625,0.992433,0.991905,63.34,38
sciml_lorenz63,sciml,ea_elitist,100,40,0.775,0.625,0.8768,0.992877,0.991905,63.34,38
sciml_lorenz63,sciml,ea_elitist,200,40,0.95,0.835,0.9862,0.993035,0.991905,63.34,38
sciml_lorenz63,sciml,ea_portfolio,15,40,0.075,0.0258,0.1986,0.989367,0.991957,55.25,40
sciml_lorenz63,sciml,ea_portfolio,25,40,0.15,0.0706,0.2907,0.991132,0.991957,55.25,40
sciml_lorenz63,sciml,ea_portfolio,50,40,0.425,0.2851,0.5781,0.992306,0.991957,55.25,40
sciml_lorenz63,sciml,ea_portfolio,100,40,0.925,0.8014,0.9742,0.993011,0.991957,55.25,40
sciml_lorenz63,sciml,ea_portfolio,200,40,1.0,0.9124,1.0,0.993078,0.991957,55.25,40
sciml_lorenz63,sciml,eda_precedence,15,40,0.1,0.0396,0.2305,0.989928,0.9919,63.62,37
sciml_lorenz63,sciml,eda_precedence,25,40,0.2,0.105,0.3476,0.990366,0.9919,63.62,37
sciml_lorenz63,sciml,eda_precedence,50,40,0.525,0.375,0.6706,0.992439,0.9919,63.62,37
sciml_lorenz63,sciml,eda_precedence,100,40,0.75,0.5981,0.8581,0.992877,0.9919,63.62,37
sciml_lorenz63,sciml,eda_precedence,200,40,0.925,0.8014,0.9742,0.993041,0.9919,63.62,37
sciml_lorenz63,sciml,iterated_local_search,15,40,0.025,0.0044,0.1288,0.98042,0.990588,44.52,40
sciml_lorenz63,sciml,iterated_local_search,25,40,0.1,0.0396,0.2305,0.985078,0.990588,44.52,40
sciml_lorenz63,sciml,iterated_local_search,50,40,0.625,0.4703,0.7578,0.992234,0.990588,44.52,40
sciml_lorenz63,sciml,iterated_local_search,100,40,1.0,0.9124,1.0,0.993078,0.990588,44.52,40
sciml_lorenz63,sciml,iterated_local_search,200,40,1.0,0.9124,1.0,0.993078,0.990588,44.52,40
sciml_lorenz63,sciml,ls_insert,15,40,0.025,0.0044,0.1288,0.98042,0.990588,44.52,40
sciml_lorenz63,sciml,ls_insert,25,40,0.1,0.0396,0.2305,0.985078,0.990588,44.52,40
sciml_lorenz63,sciml,ls_insert,50,40,0.625,0.4703,0.7578,0.992234,0.990588,44.52,40
sciml_lorenz63,sciml,ls_insert,100,40,1.0,0.9124,1.0,0.993078,0.990588,44.52,40
sciml_lorenz63,sciml,ls_insert,200,40,1.0,0.9124,1.0,0.993078,0.990588,44.52,40
sciml_lorenz63,sciml,ls_inversion,15,40,0.025,0.0044,0.1288,0.985704,0.991224,87.22,37
sciml_lorenz63,sciml,ls_inversion,25,40,0.1,0.0396,0.2305,0.989933,0.991224,87.22,37
sciml_lorenz63,sciml,ls_inversion,50,40,0.325,0.2008,0.4798,0.992001,0.991224,87.22,37
sciml_lorenz63,sciml,ls_inversion,100,40,0.575,0.4219,0.7149,0.992637,0.991224,87.22,37
sciml_lorenz63,sciml,ls_inversion,200,40,0.925,0.8014,0.9742,0.993,0.991224,87.22,37
sciml_lorenz63,sciml,ls_swap,15,40,0.025,0.0044,0.1288,0.987374,0.991503,75.82,38
sciml_lorenz63,sciml,ls_swap,25,40,0.1,0.0396,0.2305,0.990365,0.991503,75.82,38
sciml_lorenz63,sciml,ls_swap,50,40,0.375,0.2422,0.5297,0.992218,0.991503,75.82,38
sciml_lorenz63,sciml,ls_swap,100,40,0.7,0.5457,0.8193,0.992688,0.991503,75.82,38
sciml_lorenz63,sciml,ls_swap,200,40,0.95,0.835,0.9862,0.993035,0.991503,75.82,38
sciml_lorenz63,sciml,prism_protocol,15,40,0.1,0.0396,0.2305,0.987174,0.991191,93.32,34
sciml_lorenz63,sciml,prism_protocol,25,40,0.15,0.0706,0.2907,0.989991,0.991191,93.32,34
sciml_lorenz63,sciml,prism_protocol,50,40,0.2,0.105,0.3476,0.991648,0.991191,93.32,34
sciml_lorenz63,sciml,prism_protocol,100,40,0.5,0.352,0.648,0.9926,0.991191,93.32,34
sciml_lorenz63,sciml,prism_protocol,200,40,0.85,0.7093,0.9294,0.992963,0.991191,93.32,34
sciml_lorenz63,sciml,simulated_annealing,15,40,0.025,0.0044,0.1288,0.984893,0.991079,95.47,38
sciml_lorenz63,sciml,simulated_annealing,25,40,0.025,0.0044,0.1288,0.988184,0.991079,95.47,38
sciml_lorenz63,sciml,simulated_annealing,50,40,0.2,0.105,0.3476,0.991898,0.991079,95.47,38
sciml_lorenz63,sciml,simulated_annealing,100,40,0.55,0.3983,0.6929,0.99272,0.991079,95.47,38
sciml_lorenz63,sciml,simulated_annealing,200,40,0.95,0.835,0.9862,0.993063,0.991079,95.47,38
sciml_lorenz63,sciml,surrogate_positional,15,40,0.05,0.0138,0.165,0.988227,0.990854,56.7,23
sciml_lorenz63,sciml,surrogate_positional,25,40,0.1,0.0396,0.2305,0.989408,0.990854,56.7,23
sciml_lorenz63,sciml,surrogate_positional,50,40,0.225,0.1232,0.375,0.990559,0.990854,56.7,23
sciml_lorenz63,sciml,surrogate_positional,100,40,0.525,0.375,0.6706,0.991677,0.990854,56.7,23
sciml_lorenz63,sciml,surrogate_positional,200,40,0.575,0.4219,0.7149,0.992475,0.990854,56.7,23
sciml_lorenz63,sciml,surrogate_precedence,15,40,0.1,0.0396,0.2305,0.988901,0.991461,42.42,38
sciml_lorenz63,sciml,surrogate_precedence,25,40,0.225,0.1232,0.375,0.990602,0.991461,42.42,38
sciml_lorenz63,sciml,surrogate_precedence,50,40,0.675,0.5202,0.7992,0.992146,0.991461,42.42,38
sciml_lorenz63,sciml,surrogate_precedence,100,40,0.925,0.8014,0.9742,0.992408,0.991461,42.42,38
sciml_lorenz63,sciml,surrogate_precedence,200,40,0.95,0.835,0.9862,0.992638,0.991461,42.42,38
sciml_lorenz63,sciml,uniform,15,40,0.1,0.0396,0.2305,0.990166,0.9915,95.32,25
sciml_lorenz63,sciml,uniform,25,40,0.125,0.0546,0.2611,0.991116,0.9915,95.32,25
sciml_lorenz63,sciml,uniform,50,40,0.175,0.0875,0.3195,0.991852,0.9915,95.32,25
sciml_lorenz63,sciml,uniform,100,40,0.35,0.2213,0.5049,0.992403,0.9915,95.32,25
sciml_lorenz63,sciml,uniform,200,40,0.625,0.4703,0.7578,0.99278,0.9915,95.32,25
sciml_lotka_volterra,sciml,ea_aging,15,40,0.225,0.1232,0.375,0.998787,0.997995,48.42,40
sciml_lotka_volterra,sciml,ea_aging,25,40,0.375,0.2422,0.5297,0.998862,0.997995,48.42,40
sciml_lotka_volterra,sciml,ea_aging,50,40,0.55,0.3983,0.6929,0.998916,0.997995,48.42,40
sciml_lotka_volterra,sciml,ea_aging,100,40,0.875,0.7389,0.9454,0.998952,0.997995,48.42,40
sciml_lotka_volterra,sciml,ea_aging,200,40,1.0,0.9124,1.0,0.998955,0.997995,48.42,40
sciml_lotka_volterra,sciml,ea_elitist,15,40,0.225,0.1232,0.375,0.998787,0.998002,35.67,40
sciml_lotka_volterra,sciml,ea_elitist,25,40,0.425,0.2851,0.5781,0.998883,0.998002,35.67,40
sciml_lotka_volterra,sciml,ea_elitist,50,40,0.725,0.5716,0.8389,0.998943,0.998002,35.67,40
sciml_lotka_volterra,sciml,ea_elitist,100,40,0.975,0.8712,0.9956,0.998954,0.998002,35.67,40
sciml_lotka_volterra,sciml,ea_elitist,200,40,1.0,0.9124,1.0,0.998955,0.998002,35.67,40
sciml_lotka_volterra,sciml,ea_portfolio,15,40,0.225,0.1232,0.375,0.998787,0.998,38.77,40
sciml_lotka_volterra,sciml,ea_portfolio,25,40,0.45,0.3071,0.6017,0.998869,0.998,38.77,40
sciml_lotka_volterra,sciml,ea_portfolio,50,40,0.65,0.4951,0.7787,0.998935,0.998,38.77,40
sciml_lotka_volterra,sciml,ea_portfolio,100,40,0.95,0.835,0.9862,0.998954,0.998,38.77,40
sciml_lotka_volterra,sciml,ea_portfolio,200,40,1.0,0.9124,1.0,0.998955,0.998,38.77,40
sciml_lotka_volterra,sciml,eda_precedence,15,40,0.3,0.1807,0.4543,0.998772,0.997986,49.47,38
sciml_lotka_volterra,sciml,eda_precedence,25,40,0.475,0.3294,0.625,0.99885,0.997986,49.47,38
sciml_lotka_volterra,sciml,eda_precedence,50,40,0.65,0.4951,0.7787,0.99892,0.997986,49.47,38
sciml_lotka_volterra,sciml,eda_precedence,100,40,0.775,0.625,0.8768,0.998941,0.997986,49.47,38
sciml_lotka_volterra,sciml,eda_precedence,200,40,0.95,0.835,0.9862,0.998954,0.997986,49.47,38
sciml_lotka_volterra,sciml,iterated_local_search,15,40,0.05,0.0138,0.165,0.997796,0.995874,61.4,40
sciml_lotka_volterra,sciml,iterated_local_search,25,40,0.15,0.0706,0.2907,0.998707,0.995874,61.4,40
sciml_lotka_volterra,sciml,iterated_local_search,50,40,0.525,0.375,0.6706,0.998913,0.995874,61.4,40
sciml_lotka_volterra,sciml,iterated_local_search,100,40,0.825,0.6805,0.9125,0.99895,0.995874,61.4,40
sciml_lotka_volterra,sciml,iterated_local_search,200,40,1.0,0.9124,1.0,0.998955,0.995874,61.4,40
sciml_lotka_volterra,sciml,ls_insert,15,40,0.05,0.0138,0.165,0.997796,0.995873,63.12,40
sciml_lotka_volterra,sciml,ls_insert,25,40,0.15,0.0706,0.2907,0.998707,0.995873,63.12,40
sciml_lotka_volterra,sciml,ls_insert,50,40,0.525,0.375,0.6706,0.998913,0.995873,63.12,40
sciml_lotka_volterra,sciml,ls_insert,100,40,0.775,0.625,0.8768,0.998949,0.995873,63.12,40
sciml_lotka_volterra,sciml,ls_insert,200,40,1.0,0.9124,1.0,0.998955,0.995873,63.12,40
sciml_lotka_volterra,sciml,ls_inversion,15,40,0.05,0.0138,0.165,0.998323,0.997418,64.75,40
sciml_lotka_volterra,sciml,ls_inversion,25,40,0.075,0.0258,0.1986,0.998634,0.997418,64.75,40
sciml_lotka_volterra,sciml,ls_inversion,50,40,0.425,0.2851,0.5781,0.998864,0.997418,64.75,40
sciml_lotka_volterra,sciml,ls_inversion,100,40,0.8,0.6524,0.895,0.99895,0.997418,64.75,40
sciml_lotka_volterra,sciml,ls_inversion,200,40,1.0,0.9124,1.0,0.998955,0.997418,64.75,40
sciml_lotka_volterra,sciml,ls_swap,15,40,0.125,0.0546,0.2611,0.998684,0.997479,41.33,40
sciml_lotka_volterra,sciml,ls_swap,25,40,0.225,0.1232,0.375,0.998835,0.997479,41.33,40
sciml_lotka_volterra,sciml,ls_swap,50,40,0.7,0.5457,0.8193,0.998945,0.997479,41.33,40
sciml_lotka_volterra,sciml,ls_swap,100,40,0.95,0.835,0.9862,0.998954,0.997479,41.33,40
sciml_lotka_volterra,sciml,ls_swap,200,40,1.0,0.9124,1.0,0.998955,0.997479,41.33,40
sciml_lotka_volterra,sciml,prism_protocol,15,40,0.175,0.0875,0.3195,0.998614,0.996209,69.58,38
sciml_lotka_volterra,sciml,prism_protocol,25,40,0.25,0.1419,0.4019,0.998767,0.996209,69.58,38
sciml_lotka_volterra,sciml,prism_protocol,50,40,0.4,0.2635,0.554,0.998898,0.996209,69.58,38
sciml_lotka_volterra,sciml,prism_protocol,100,40,0.75,0.5981,0.8581,0.998946,0.996209,69.58,38
sciml_lotka_volterra,sciml,prism_protocol,200,40,0.95,0.835,0.9862,0.998954,0.996209,69.58,38
sciml_lotka_volterra,sciml,simulated_annealing,15,40,0.075,0.0258,0.1986,0.998506,0.997915,81.16,32
sciml_lotka_volterra,sciml,simulated_annealing,25,40,0.15,0.0706,0.2907,0.99865,0.997915,81.16,32
sciml_lotka_volterra,sciml,simulated_annealing,50,40,0.25,0.1419,0.4019,0.998846,0.997915,81.16,32
sciml_lotka_volterra,sciml,simulated_annealing,100,40,0.55,0.3983,0.6929,0.998905,0.997915,81.16,32
sciml_lotka_volterra,sciml,simulated_annealing,200,40,0.8,0.6524,0.895,0.998947,0.997915,81.16,32
sciml_lotka_volterra,sciml,surrogate_positional,15,40,0.25,0.1419,0.4019,0.998758,0.997983,45.42,36
sciml_lotka_volterra,sciml,surrogate_positional,25,40,0.425,0.2851,0.5781,0.998849,0.997983,45.42,36
sciml_lotka_volterra,sciml,surrogate_positional,50,40,0.65,0.4951,0.7787,0.998913,0.997983,45.42,36
sciml_lotka_volterra,sciml,surrogate_positional,100,40,0.775,0.625,0.8768,0.998935,0.997983,45.42,36
sciml_lotka_volterra,sciml,surrogate_positional,200,40,0.9,0.7695,0.9604,0.998941,0.997983,45.42,36
sciml_lotka_volterra,sciml,surrogate_precedence,15,40,0.3,0.1807,0.4543,0.998803,0.997964,70.69,29
sciml_lotka_volterra,sciml,surrogate_precedence,25,40,0.325,0.2008,0.4798,0.998864,0.997964,70.69,29
sciml_lotka_volterra,sciml,surrogate_precedence,50,40,0.35,0.2213,0.5049,0.998888,0.997964,70.69,29
sciml_lotka_volterra,sciml,surrogate_precedence,100,40,0.475,0.3294,0.625,0.998899,0.997964,70.69,29
sciml_lotka_volterra,sciml,surrogate_precedence,200,40,0.725,0.5716,0.8389,0.998926,0.997964,70.69,29
sciml_lotka_volterra,sciml,uniform,15,40,0.175,0.0875,0.3195,0.998775,0.997619,86.92,38
sciml_lotka_volterra,sciml,uniform,25,40,0.225,0.1232,0.375,0.998857,0.997619,86.92,38
sciml_lotka_volterra,sciml,uniform,50,40,0.4,0.2635,0.554,0.998922,0.997619,86.92,38
sciml_lotka_volterra,sciml,uniform,100,40,0.525,0.375,0.6706,0.998934,0.997619,86.92,38
sciml_lotka_volterra,sciml,uniform,200,40,0.95,0.835,0.9862,0.998954,0.997619,86.92,38
sciml_rossler,sciml,ea_aging,15,40,0.0,0.0,0.0876,0.796975,0.805831,93.72,29
sciml_rossler,sciml,ea_aging,25,40,0.0,0.0,0.0876,0.799798,0.805831,93.72,29
sciml_rossler,sciml,ea_aging,50,40,0.075,0.0258,0.1986,0.804625,0.805831,93.72,29
sciml_rossler,sciml,ea_aging,100,40,0.375,0.2422,0.5297,0.810818,0.805831,93.72,29
sciml_rossler,sciml,ea_aging,200,40,0.725,0.5716,0.8389,0.812516,0.805831,93.72,29
sciml_rossler,sciml,ea_elitist,15,40,0.0,0.0,0.0876,0.796975,0.8064,84.8,40
sciml_rossler,sciml,ea_elitist,25,40,0.0,0.0,0.0876,0.801965,0.8064,84.8,40
sciml_rossler,sciml,ea_elitist,50,40,0.15,0.0706,0.2907,0.805469,0.8064,84.8,40
sciml_rossler,sciml,ea_elitist,100,40,0.725,0.5716,0.8389,0.811934,0.8064,84.8,40
sciml_rossler,sciml,ea_elitist,200,40,1.0,0.9124,1.0,0.812531,0.8064,84.8,40
sciml_rossler,sciml,ea_portfolio,15,40,0.0,0.0,0.0876,0.796975,0.80688,85.05,40
sciml_rossler,sciml,ea_portfolio,25,40,0.075,0.0258,0.1986,0.801403,0.80688,85.05,40
sciml_rossler,sciml,ea_portfolio,50,40,0.15,0.0706,0.2907,0.808319,0.80688,85.05,40
sciml_rossler,sciml,ea_portfolio,100,40,0.675,0.5202,0.7992,0.811539,0.80688,85.05,40
sciml_rossler,sciml,ea_portfolio,200,40,1.0,0.9124,1.0,0.812531,0.80688,85.05,40
sciml_rossler,sciml,eda_precedence,15,40,0.05,0.0138,0.165,0.79927,0.806117,89.93,27
sciml_rossler,sciml,eda_precedence,25,40,0.1,0.0396,0.2305,0.802982,0.806117,89.93,27
sciml_rossler,sciml,eda_precedence,50,40,0.2,0.105,0.3476,0.806381,0.806117,89.93,27
sciml_rossler,sciml,eda_precedence,100,40,0.425,0.2851,0.5781,0.810019,0.806117,89.93,27
sciml_rossler,sciml,eda_precedence,200,40,0.675,0.5202,0.7992,0.812295,0.806117,89.93,27
sciml_rossler,sciml,iterated_local_search,15,40,0.05,0.0138,0.165,0.761987,0.801794,54.08,40
sciml_rossler,sciml,iterated_local_search,25,40,0.05,0.0138,0.165,0.796059,0.801794,54.08,40
sciml_rossler,sciml,iterated_local_search,50,40,0.4,0.2635,0.554,0.808014,0.801794,54.08,40
sciml_rossler,sciml,iterated_local_search,100,40,1.0,0.9124,1.0,0.812531,0.801794,54.08,40
sciml_rossler,sciml,iterated_local_search,200,40,1.0,0.9124,1.0,0.812531,0.801794,54.08,40
sciml_rossler,sciml,ls_insert,15,40,0.05,0.0138,0.165,0.761987,0.801794,54.08,40
sciml_rossler,sciml,ls_insert,25,40,0.05,0.0138,0.165,0.796059,0.801794,54.08,40
sciml_rossler,sciml,ls_insert,50,40,0.4,0.2635,0.554,0.808014,0.801794,54.08,40
sciml_rossler,sciml,ls_insert,100,40,1.0,0.9124,1.0,0.812531,0.801794,54.08,40
sciml_rossler,sciml,ls_insert,200,40,1.0,0.9124,1.0,0.812531,0.801794,54.08,40
sciml_rossler,sciml,ls_inversion,15,40,0.05,0.0138,0.165,0.794386,0.805906,59.25,40
sciml_rossler,sciml,ls_inversion,25,40,0.05,0.0138,0.165,0.79997,0.805906,59.25,40
sciml_rossler,sciml,ls_inversion,50,40,0.35,0.2213,0.5049,0.808188,0.805906,59.25,40
sciml_rossler,sciml,ls_inversion,100,40,0.9,0.7695,0.9604,0.811737,0.805906,59.25,40
sciml_rossler,sciml,ls_inversion,200,40,1.0,0.9124,1.0,0.812531,0.805906,59.25,40
sciml_rossler,sciml,ls_swap,15,40,0.025,0.0044,0.1288,0.795108,0.805968,61.12,40
sciml_rossler,sciml,ls_swap,25,40,0.05,0.0138,0.165,0.800682,0.805968,61.12,40
sciml_rossler,sciml,ls_swap,50,40,0.325,0.2008,0.4798,0.808151,0.805968,61.12,40
sciml_rossler,sciml,ls_swap,100,40,0.9,0.7695,0.9604,0.811817,0.805968,61.12,40
sciml_rossler,sciml,ls_swap,200,40,1.0,0.9124,1.0,0.812531,0.805968,61.12,40
sciml_rossler,sciml,prism_protocol,15,40,0.0,0.0,0.0876,0.797333,0.805505,115.68,34
sciml_rossler,sciml,prism_protocol,25,40,0.025,0.0044,0.1288,0.801354,0.805505,115.68,34
sciml_rossler,sciml,prism_protocol,50,40,0.05,0.0138,0.165,0.805168,0.805505,115.68,34
sciml_rossler,sciml,prism_protocol,100,40,0.225,0.1232,0.375,0.81011,0.805505,115.68,34
sciml_rossler,sciml,prism_protocol,200,40,0.85,0.7093,0.9294,0.812272,0.805505,115.68,34
sciml_rossler,sciml,simulated_annealing,15,40,0.025,0.0044,0.1288,0.778571,0.800037,105.82,17
sciml_rossler,sciml,simulated_annealing,25,40,0.05,0.0138,0.165,0.799253,0.800037,105.82,17
sciml_rossler,sciml,simulated_annealing,50,40,0.05,0.0138,0.165,0.803184,0.800037,105.82,17
sciml_rossler,sciml,simulated_annealing,100,40,0.15,0.0706,0.2907,0.807032,0.800037,105.82,17
sciml_rossler,sciml,simulated_annealing,200,40,0.425,0.2851,0.5781,0.811454,0.800037,105.82,17
sciml_rossler,sciml,surrogate_positional,15,40,0.0,0.0,0.0876,0.797529,0.8032,121.32,22
sciml_rossler,sciml,surrogate_positional,25,40,0.0,0.0,0.0876,0.799683,0.8032,121.32,22
sciml_rossler,sciml,surrogate_positional,50,40,0.075,0.0258,0.1986,0.802386,0.8032,121.32,22
sciml_rossler,sciml,surrogate_positional,100,40,0.175,0.0875,0.3195,0.805898,0.8032,121.32,22
sciml_rossler,sciml,surrogate_positional,200,40,0.55,0.3983,0.6929,0.810452,0.8032,121.32,22
sciml_rossler,sciml,surrogate_precedence,15,40,0.0,0.0,0.0876,0.79567,0.803505,97.15,33
sciml_rossler,sciml,surrogate_precedence,25,40,0.075,0.0258,0.1986,0.799928,0.803505,97.15,33
sciml_rossler,sciml,surrogate_precedence,50,40,0.225,0.1232,0.375,0.803198,0.803505,97.15,33
sciml_rossler,sciml,surrogate_precedence,100,40,0.425,0.2851,0.5781,0.806184,0.803505,97.15,33
sciml_rossler,sciml,surrogate_precedence,200,40,0.825,0.6805,0.9125,0.811122,0.803505,97.15,33
sciml_rossler,sciml,uniform,15,40,0.025,0.0044,0.1288,0.799069,0.804891,111.4,10
sciml_rossler,sciml,uniform,25,40,0.025,0.0044,0.1288,0.802177,0.804891,111.4,10
sciml_rossler,sciml,uniform,50,40,0.05,0.0138,0.165,0.805912,0.804891,111.4,10
sciml_rossler,sciml,uniform,100,40,0.05,0.0138,0.165,0.807775,0.804891,111.4,10
sciml_rossler,sciml,uniform,200,40,0.25,0.1419,0.4019,0.811673,0.804891,111.4,10
sciml_vanderpol,sciml,ea_aging,15,40,0.05,0.0138,0.165,0.865962,0.874897,98.29,35
